"Site","Collector","Date","FinalPlantSp","BloomStatus","FlowerNum"
"N135","GH","7/8/13","Erigeron brewerii var. brewerii","full bloom",2
"N135","LCP","7/11/13","Erigeron brewerii var. brewerii","full bloom",2
"N135","CRP","7/22/13","Erigeron brewerii var. brewerii","finishing bloom",2
"N135","LCP","7/25/13","Erigeron brewerii var. brewerii","finishing bloom",1
"N135","LTC","6/18/14","Erigeron brewerii var. brewerii","not blooming",0
"N135","KK","7/6/14","Erigeron brewerii var. brewerii","full bloom",2
"N135","LCP","7/9/14","Erigeron brewerii var. brewerii","full bloom",2
"N135","LCP","7/19/14","Erigeron brewerii var. brewerii","full bloom",2
"N137","CRP","7/9/13","Erigeron brewerii var. brewerii","finishing bloom",3
"N137","GH","7/12/13","Erigeron brewerii var. brewerii","finishing bloom",3
"N137","LCP","7/24/13","Erigeron brewerii var. brewerii","finishing bloom",2
"N137","CRP","7/26/13","Erigeron brewerii var. brewerii","finishing bloom",2
"N137","LCP/KAK","6/19/14","Erigeron brewerii var. brewerii","not blooming",0
"N137","LTC","7/7/14","Erigeron brewerii var. brewerii","full bloom",2
"N137","LTC","7/10/14","Erigeron brewerii var. brewerii","full bloom",2
"N137","LTC","7/19/14","Erigeron brewerii var. brewerii","finishing bloom",2
"N139","LCP","7/9/13","Erigeron brewerii var. brewerii","full bloom",2
"N139","CRP","7/12/13","Erigeron brewerii var. brewerii","full bloom",3
"N139","GH","7/24/13","Erigeron brewerii var. brewerii","finishing bloom",2
"N139","GH","7/26/13","Erigeron brewerii var. brewerii","finishing bloom",2
"N139","JPS","6/18/14","Erigeron brewerii var. brewerii","not blooming",0
"N139","LTC","7/6/14","Erigeron brewerii var. brewerii","finishing bloom",2
"N139","LTC","7/9/14","Erigeron brewerii var. brewerii","full bloom",2
"N139","LCP","7/18/14","Erigeron brewerii var. brewerii","full bloom",2
"P24","CC","6/27/13","Erigeron brewerii var. brewerii","beginning to bloom",0
"P24","CRP","7/13/13","Erigeron brewerii var. brewerii","finishing bloom",2
"P24","CRP","7/19/13","Erigeron brewerii var. brewerii","finishing bloom",1
"P24","GH","7/29/13","Erigeron brewerii var. brewerii","finishing bloom",1
"P24","JPS","6/12/14","Erigeron brewerii var. brewerii","not blooming",0
"P24","KK","6/23/14","Erigeron brewerii var. brewerii","not blooming",0
"P24","KK","7/2/14","Erigeron brewerii var. brewerii","full bloom",1
"P24","MRM","7/13/14","Erigeron brewerii var. brewerii","finishing bloom",2
"P310","LCP","6/29/13","Erigeron brewerii var. brewerii","beginning to bloom",2
"P310","BES","7/13/13","Erigeron brewerii var. brewerii","full bloom",2
"P310","CRP","7/17/13","Erigeron brewerii var. brewerii","full bloom",3
"P310","GH","7/31/13","Erigeron brewerii var. brewerii","finishing bloom",3
"P310","LCP","6/12/14","Erigeron brewerii var. brewerii","not blooming",0
"P310","LCP","6/24/14","Erigeron brewerii var. brewerii","not blooming",0
"P310","KK","7/1/14","Erigeron brewerii var. brewerii","beginning to bloom to bloom",1
"P310","CV","7/13/14","Erigeron brewerii var. brewerii","finishing bloom",2
"P33","CRP","6/27/13","Erigeron brewerii var. brewerii","full bloom",2
"P33","RW","7/13/13","Erigeron brewerii var. brewerii","full bloom",2
"P33","GH","7/18/13","Erigeron brewerii var. brewerii","full bloom",2
"P33","CRP","7/29/13","Erigeron brewerii var. brewerii","full bloom",4
"P33","AJR","6/12/14","Erigeron brewerii var. brewerii","not blooming",0
"P33","LTC","6/22/14","Erigeron brewerii var. brewerii","not blooming",0
"P33","LCP","7/2/14","Erigeron brewerii var. brewerii","not blooming",0
"P33","LMH","7/13/14","Erigeron brewerii var. brewerii","finishing bloom",2
"P43","LCP","6/28/13","Erigeron brewerii var. brewerii","full bloom",2
"P43","TS","7/13/13","Erigeron brewerii var. brewerii","finishing bloom",2
"P43","GH","7/17/13","Erigeron brewerii var. brewerii","finishing bloom",2
"P43","CRP","7/30/13","Erigeron brewerii var. brewerii","not blooming",0
"P43","LCP","6/13/14","Erigeron brewerii var. brewerii","not blooming",0
"P43","LTC","6/24/14","Erigeron brewerii var. brewerii","not blooming",0
"P43","LCP","7/3/14","Erigeron brewerii var. brewerii","not blooming",0
"P43","PG","7/13/14","Erigeron brewerii var. brewerii","full bloom",1
"W04","CRP","6/30/13","Erigeron brewerii var. brewerii","full bloom",2
"W04","LCP","7/14/13","Erigeron brewerii var. brewerii","full bloom",2
"W04","GH","7/20/13","Erigeron brewerii var. brewerii","finishing bloom",2
"W04","GH","8/1/13","Erigeron brewerii var. brewerii","finishing bloom",2
"W04","JPS/LTC","6/14/14","Erigeron brewerii var. brewerii","not blooming",0
"W04","LCP","6/25/14","Erigeron brewerii var. brewerii","not blooming",0
"W04","LCP","7/4/14","Erigeron brewerii var. brewerii","not blooming",0
"W04","LTC","7/14/14","Erigeron brewerii var. brewerii","beginning to bloom to bloom",3
"L21","LCP","6/26/13","Eriogonum nudum var. nudum","beginning to bloom",1
"L21","LKM","7/13/13","Eriogonum nudum var. nudum","full bloom",5
"L21","LCP","7/17/13","Eriogonum nudum var. nudum","full bloom",5
"L21","LCP","7/30/13","Eriogonum nudum var. nudum","finishing bloom",5
"L21","LKM","6/12/14","Eriogonum nudum var. nudum","not blooming",0
"L21","LCP/EK","6/22/14","Eriogonum nudum var. nudum","beginning to bloom to bloom",2
"L21","KD","7/3/14","Eriogonum nudum var. nudum","full bloom",4
"L21","KC","7/13/14","Eriogonum nudum var. nudum","full bloom",4
"N131","CK","6/30/13","Eriogonum nudum var. nudum","full bloom",3
"N131","CRP","7/14/13","Eriogonum nudum var. nudum","full bloom",4
"N131","LCP","7/20/13","Eriogonum nudum var. nudum","full bloom",3
"N131","CRP","8/1/13","Eriogonum nudum var. nudum","finishing bloom",3
"N131","LCP","6/14/14","Eriogonum nudum var. nudum","not blooming",0
"N131","KK","6/25/14","Eriogonum nudum var. nudum","full bloom",3
"N131","MV/KD","7/4/14","Eriogonum nudum var. nudum","full bloom",4
"N131","KK","7/14/14","Eriogonum nudum var. nudum","full bloom",4
"N132","LCP","6/30/13","Eriogonum nudum var. nudum","not blooming",0
"N132","GH","7/14/13","Eriogonum nudum var. nudum","not blooming",0
"N132","CRP","7/20/13","Eriogonum nudum var. nudum","not blooming",0
"N132","LCP","8/1/13","Eriogonum nudum var. nudum","full bloom",1
"N132","AJR","6/14/14","Eriogonum nudum var. nudum","not blooming",0
"N132","LTC","6/25/14","Eriogonum nudum var. nudum","not blooming",0
"N132","KK","7/4/14","Eriogonum nudum var. nudum","not blooming",0
"N132","LCP","7/14/14","Eriogonum nudum var. nudum","not blooming",0
"P24","CC","6/27/13","Eriogonum nudum var. nudum","beginning to bloom",2
"P24","CRP","7/13/13","Eriogonum nudum var. nudum","full bloom",2
"P24","CRP","7/19/13","Eriogonum nudum var. nudum","finishing bloom",2
"P24","GH","7/29/13","Eriogonum nudum var. nudum","not blooming",0
"P24","JPS","6/12/14","Eriogonum nudum var. nudum","not blooming",0
"P24","KK","6/23/14","Eriogonum nudum var. nudum","beginning to bloom to bloom",1
"P24","KK","7/2/14","Eriogonum nudum var. nudum","not blooming",0
"P24","MRM","7/13/14","Eriogonum nudum var. nudum","full bloom",3
"P33","CRP","6/27/13","Eriogonum nudum var. nudum","full bloom",1
"P33","RW","7/13/13","Eriogonum nudum var. nudum","full bloom",1
"P33","GH","7/18/13","Eriogonum nudum var. nudum","full bloom",1
"P33","CRP","7/29/13","Eriogonum nudum var. nudum","full bloom",3
"P33","AJR","6/12/14","Eriogonum nudum var. nudum","not blooming",0
"P33","LTC","6/22/14","Eriogonum nudum var. nudum","beginning to bloom to bloom",2
"P33","LCP","7/2/14","Eriogonum nudum var. nudum","full bloom",1
"P33","LMH","7/13/14","Eriogonum nudum var. nudum","finishing bloom",1
"P43","LCP","7/3/14","Eriogonum nudum var. nudum","full bloom",1
"P43","PG","7/13/14","Eriogonum nudum var. nudum","full bloom",1
"N132","LCP","6/30/13","Eriogonum spergulinum var. reddingianum","beginning to bloom",1
"N132","GH","7/14/13","Eriogonum spergulinum var. reddingianum","beginning to bloom",1
"N132","CRP","7/20/13","Eriogonum spergulinum var. reddingianum","full bloom",3
"N132","LCP","8/1/13","Eriogonum spergulinum var. reddingianum","not blooming",0
"N132","AJR","6/14/14","Eriogonum spergulinum var. reddingianum","not blooming",0
"N132","LTC","6/25/14","Eriogonum spergulinum var. reddingianum","full bloom",1
"N132","KK","7/4/14","Eriogonum spergulinum var. reddingianum","full bloom",2
"N132","LCP","7/14/14","Eriogonum spergulinum var. reddingianum","full bloom",2
"L33","CRP","6/29/13","Eriogonum umbellatum","not blooming",0
"L33","GH","7/13/13","Eriogonum umbellatum","beginning to bloom",3
"L33","LCP","7/19/13","Eriogonum umbellatum","full bloom",3
"L33","CRP","7/31/13","Eriogonum umbellatum","finishing bloom",2
"L33","AJR","6/13/14","Eriogonum umbellatum","not blooming",0
"L33","LTC","6/23/14","Eriogonum umbellatum","not blooming",0
"L33","KK","7/3/14","Eriogonum umbellatum","beginning to bloom to bloom",4
"L33","KK","7/13/14","Eriogonum umbellatum","full bloom",4
"N132","LCP","6/30/13","Eriogonum umbellatum","not blooming",0
"N132","GH","7/14/13","Eriogonum umbellatum","beginning to bloom",2
"N132","CRP","7/20/13","Eriogonum umbellatum","beginning to bloom",2
"N132","LCP","8/1/13","Eriogonum umbellatum","finishing bloom",1
"N132","AJR","6/14/14","Eriogonum umbellatum","not blooming",0
"N132","LTC","6/25/14","Eriogonum umbellatum","not blooming",0
"N132","KK","7/4/14","Eriogonum umbellatum","beginning to bloom to bloom",2
"N132","LCP","7/14/14","Eriogonum umbellatum","beginning to bloom to bloom",1
"N133","CRP","7/8/13","Eriogonum umbellatum","not blooming",0
"N133","GH","7/11/13","Eriogonum umbellatum","not blooming",0
"N133","LCP","7/23/13","Eriogonum umbellatum","beginning to bloom",1
"N133","GH","7/25/13","Eriogonum umbellatum","beginning to bloom",2
"N133","LCP/KAK","6/18/14","Eriogonum umbellatum","not blooming",0
"N133","KK","7/7/14","Eriogonum umbellatum","beginning to bloom to bloom",1
"N133","LCP","7/10/14","Eriogonum umbellatum","beginning to bloom to bloom",1
"N133","LTC","7/18/14","Eriogonum umbellatum","not blooming",0
"N135","GH","7/8/13","Eriogonum umbellatum","beginning to bloom",1
"N135","LCP","7/11/13","Eriogonum umbellatum","full bloom",2
"N135","CRP","7/22/13","Eriogonum umbellatum","full bloom",3
"N135","LCP","7/25/13","Eriogonum umbellatum","finishing bloom",2
"N135","LTC","6/18/14","Eriogonum umbellatum","beginning to bloom to bloom",1
"N135","KK","7/6/14","Eriogonum umbellatum","full bloom",5
"N135","LCP","7/9/14","Eriogonum umbellatum","full bloom",3
"N135","LCP","7/19/14","Eriogonum umbellatum","full bloom",2
"N139","LCP","7/9/13","Eriogonum umbellatum","beginning to bloom",1
"N139","CRP","7/12/13","Eriogonum umbellatum","beginning to bloom",3
"N139","GH","7/24/13","Eriogonum umbellatum","full bloom",3
"N139","GH","7/26/13","Eriogonum umbellatum","full bloom",3
"N139","JPS","6/18/14","Eriogonum umbellatum","not blooming",0
"N139","LTC","7/6/14","Eriogonum umbellatum","beginning to bloom to bloom",2
"N139","LTC","7/9/14","Eriogonum umbellatum","full bloom",3
"N139","LCP","7/18/14","Eriogonum umbellatum","full bloom",2
"P310","LCP","6/29/13","Eriogonum umbellatum","not blooming",0
"P310","BES","7/13/13","Eriogonum umbellatum","full bloom",3
"P310","CRP","7/17/13","Eriogonum umbellatum","full bloom",2
"P310","GH","7/31/13","Eriogonum umbellatum","full bloom",2
"P310","LCP","6/12/14","Eriogonum umbellatum","not blooming",0
"P310","LCP","6/24/14","Eriogonum umbellatum","not blooming",0
"P310","KK","7/1/14","Eriogonum umbellatum","not blooming",0
"P310","CV","7/13/14","Eriogonum umbellatum","not blooming",0
"P33","CRP","6/27/13","Eriogonum umbellatum","not blooming",0
"P33","RW","7/13/13","Eriogonum umbellatum","not blooming",0
"P33","GH","7/18/13","Eriogonum umbellatum","beginning to bloom",2
"P33","CRP","7/29/13","Eriogonum umbellatum","full bloom",3
"P33","AJR","6/12/14","Eriogonum umbellatum","not blooming",0
"P33","LTC","6/22/14","Eriogonum umbellatum","not blooming",0
"P33","LCP","7/2/14","Eriogonum umbellatum","not blooming",0
"P33","LMH","7/13/14","Eriogonum umbellatum","full bloom",1
"P43","LCP","6/28/13","Eriogonum umbellatum","not blooming",0
"P43","TS","7/13/13","Eriogonum umbellatum","beginning to bloom",2
"P43","GH","7/17/13","Eriogonum umbellatum","beginning to bloom",2
"P43","CRP","7/30/13","Eriogonum umbellatum","finishing bloom",2
"P43","LCP","6/13/14","Eriogonum umbellatum","not blooming",0
"P43","LTC","6/24/14","Eriogonum umbellatum","not blooming",0
"P43","LCP","7/3/14","Eriogonum umbellatum","not blooming",0
"P43","PG","7/13/14","Eriogonum umbellatum","not blooming",0
"N135","GH","7/8/13","Eriogonum wrightti var. subscaposum","not blooming",0
"N135","LCP","7/11/13","Eriogonum wrightti var. subscaposum","not blooming",0
"N135","CRP","7/22/13","Eriogonum wrightti var. subscaposum","not blooming",0
"N135","LCP","7/25/13","Eriogonum wrightti var. subscaposum","beginning to bloom",3
"N135","LTC","6/18/14","Eriogonum wrightti var. subscaposum","not blooming",0
"N135","KK","7/6/14","Eriogonum wrightti var. subscaposum","not blooming",0
"N135","LCP","7/9/14","Eriogonum wrightti var. subscaposum","beginning to bloom to bloom",2
"N135","LCP","7/19/14","Eriogonum wrightti var. subscaposum","full bloom",3
"L33","AJR","6/13/14","Eriophyllum lanatum var. integrifolium","full bloom",1
"L33","LTC","6/23/14","Eriophyllum lanatum var. integrifolium","not blooming",0
"L33","KK","7/3/14","Eriophyllum lanatum var. integrifolium","not blooming",0
"L33","KK","7/13/14","Eriophyllum lanatum var. integrifolium","not blooming",0
"L21","LKM","6/12/14","Erysimum capitatum ssp.perenne","not blooming",0
"L21","LCP/EK","6/22/14","Erysimum capitatum ssp.perenne","not blooming",0
"L21","KD","7/3/14","Erysimum capitatum ssp.perenne","finishing bloom",1
"L21","KC","7/13/14","Erysimum capitatum ssp.perenne","not blooming",0
"N131","LCP","6/14/14","Erysimum capitatum ssp.perenne","not blooming",0
"N131","KK","6/25/14","Erysimum capitatum ssp.perenne","full bloom",2
"N131","MV/KD","7/4/14","Erysimum capitatum ssp.perenne","full bloom",1
"N131","KK","7/14/14","Erysimum capitatum ssp.perenne","not blooming",0
"P37","JPS/LTC","6/13/14","Erysimum capitatum ssp.perenne","full bloom",2
"P37","KK","6/24/14","Erysimum capitatum ssp.perenne","not blooming",0
"P37","LCP","7/1/14","Erysimum capitatum ssp.perenne","not blooming",0
"P37","LKM","7/13/14","Erysimum capitatum ssp.perenne","not blooming",0
"L21","LCP","6/26/13","Gayophytum diffusum","full bloom",3
"L21","LKM","7/13/13","Gayophytum diffusum","full bloom",3
"L21","LCP","7/17/13","Gayophytum diffusum","full bloom",3
"L21","LCP","7/30/13","Gayophytum diffusum","finishing bloom",3
"L21","LKM","6/12/14","Gayophytum diffusum","not blooming",0
"L21","LCP/EK","6/22/14","Gayophytum diffusum","not blooming",0
"L21","KD","7/3/14","Gayophytum diffusum","not blooming",0
"L21","KC","7/13/14","Gayophytum diffusum","not blooming",0
"L24","LKM","6/27/13","Gayophytum diffusum","full bloom",4
"L24","SB","7/13/13","Gayophytum diffusum","full bloom",4
"L24","LCP","7/18/13","Gayophytum diffusum","full bloom",4
"L24","LCP","7/31/13","Gayophytum diffusum","finishing bloom",3
"L24","LKM","6/13/14","Gayophytum diffusum","not blooming",0
"L24","LCP/EK","6/23/14","Gayophytum diffusum","beginning to bloom to bloom",1
"L24","MV/KD","7/2/14","Gayophytum diffusum","not blooming",0
"L24","LTC","7/13/14","Gayophytum diffusum","full bloom",3
"L33","CRP","6/29/13","Gayophytum diffusum","full bloom",3
"L33","GH","7/13/13","Gayophytum diffusum","full bloom",3
"L33","LCP","7/19/13","Gayophytum diffusum","full bloom",3
"L33","CRP","7/31/13","Gayophytum diffusum","full bloom",2
"L33","AJR","6/13/14","Gayophytum diffusum","not blooming",0
"L33","LTC","6/23/14","Gayophytum diffusum","not blooming",0
"L33","KK","7/3/14","Gayophytum diffusum","full bloom",2
"L33","KK","7/13/14","Gayophytum diffusum","finishing bloom",2
"L35","LCP","6/27/13","Gayophytum diffusum","full bloom",2
"L35","SH","7/13/13","Gayophytum diffusum","full bloom",2
"L35","CRP","7/18/13","Gayophytum diffusum","full bloom",2
"L35","LCP","7/29/13","Gayophytum diffusum","full bloom",2
"L35","LTC","6/12/14","Gayophytum diffusum","not blooming",0
"L35","KK","6/22/14","Gayophytum diffusum","not blooming",0
"L35","MV","7/3/14","Gayophytum diffusum","full bloom",2
"L35","LCP","7/13/14","Gayophytum diffusum","full bloom",3
"N131","CK","6/30/13","Gayophytum diffusum","full bloom",3
"N131","CRP","7/14/13","Gayophytum diffusum","full bloom",3
"N131","LCP","7/20/13","Gayophytum diffusum","full bloom",3
"N131","CRP","8/1/13","Gayophytum diffusum","full bloom",3
"N131","LCP","6/14/14","Gayophytum diffusum","not blooming",0
"N131","KK","6/25/14","Gayophytum diffusum","beginning to bloom to bloom",1
"N131","MV/KD","7/4/14","Gayophytum diffusum","full bloom",2
"N131","KK","7/14/14","Gayophytum diffusum","full bloom",2
"N132","LCP","6/30/13","Gayophytum diffusum","full bloom",1
"N132","GH","7/14/13","Gayophytum diffusum","full bloom",1
"N132","CRP","7/20/13","Gayophytum diffusum","full bloom",1
"N132","LCP","8/1/13","Gayophytum diffusum","finishing bloom",1
"N132","AJR","6/14/14","Gayophytum diffusum","not blooming",0
"N132","LTC","6/25/14","Gayophytum diffusum","not blooming",0
"N132","KK","7/4/14","Gayophytum diffusum","full bloom",3
"N132","LCP","7/14/14","Gayophytum diffusum","full bloom",2
"N133","CRP","7/8/13","Gayophytum diffusum","full bloom",4
"N133","GH","7/11/13","Gayophytum diffusum","full bloom",4
"N133","LCP","7/23/13","Gayophytum diffusum","full bloom",4
"N133","GH","7/25/13","Gayophytum diffusum","full bloom",4
"N133","LCP/KAK","6/18/14","Gayophytum diffusum","not blooming",0
"N133","KK","7/7/14","Gayophytum diffusum","full bloom",3
"N133","LCP","7/10/14","Gayophytum diffusum","full bloom",3
"N133","LTC","7/18/14","Gayophytum diffusum","full bloom",3
"N134","LCP","7/8/13","Gayophytum diffusum","full bloom",2
"N134","CRP","7/11/13","Gayophytum diffusum","full bloom",2
"N134","GH","7/22/13","Gayophytum diffusum","full bloom",2
"N134","CRP","7/25/13","Gayophytum diffusum","full bloom",2
"N134","JPS","6/17/14","Gayophytum diffusum","full bloom",3
"N134","LCP","7/6/14","Gayophytum diffusum","full bloom",1
"N134","KK","7/9/14","Gayophytum diffusum","full bloom",3
"N134","LCP","7/17/14","Gayophytum diffusum","full bloom",2
"N135","GH","7/8/13","Gayophytum diffusum","full bloom",3
"N135","LCP","7/11/13","Gayophytum diffusum","full bloom",3
"N135","CRP","7/22/13","Gayophytum diffusum","full bloom",3
"N135","LCP","7/25/13","Gayophytum diffusum","finishing bloom",2
"N135","LTC","6/18/14","Gayophytum diffusum","full bloom",2
"N135","KK","7/6/14","Gayophytum diffusum","full bloom",4
"N135","LCP","7/9/14","Gayophytum diffusum","full bloom",2
"N135","LCP","7/19/14","Gayophytum diffusum","full bloom",2
"N137","CRP","7/9/13","Gayophytum diffusum","full bloom",4
"N137","GH","7/12/13","Gayophytum diffusum","full bloom",4
"N137","LCP","7/24/13","Gayophytum diffusum","full bloom",4
"N137","CRP","7/26/13","Gayophytum diffusum","full bloom",4
"N137","LCP/KAK","6/19/14","Gayophytum diffusum","beginning to bloom to bloom",1
"N137","LTC","7/7/14","Gayophytum diffusum","not blooming",0
"N137","LTC","7/10/14","Gayophytum diffusum","full bloom",2
"N137","LTC","7/19/14","Gayophytum diffusum","full bloom",2
"P24","CC","6/27/13","Gayophytum diffusum","full bloom",3
"P24","CRP","7/13/13","Gayophytum diffusum","full bloom",3
"P24","CRP","7/19/13","Gayophytum diffusum","full bloom",3
"P24","GH","7/29/13","Gayophytum diffusum","full bloom",3
"P24","JPS","6/12/14","Gayophytum diffusum","not blooming",0
"P24","KK","6/23/14","Gayophytum diffusum","not blooming",0
"P24","KK","7/2/14","Gayophytum diffusum","full bloom",2
"P24","MRM","7/13/14","Gayophytum diffusum","beginning to bloom to bloom",2
"P33","CRP","6/27/13","Gayophytum diffusum","full bloom",3
"P33","RW","7/13/13","Gayophytum diffusum","full bloom",3
"P33","GH","7/18/13","Gayophytum diffusum","full bloom",3
"P33","CRP","7/29/13","Gayophytum diffusum","full bloom",4
"P33","AJR","6/12/14","Gayophytum diffusum","not blooming",0
"P33","LTC","6/22/14","Gayophytum diffusum","not blooming",0
"P33","LCP","7/2/14","Gayophytum diffusum","not blooming",0
"P33","LMH","7/13/14","Gayophytum diffusum","not blooming",0
"P37","CRP","6/28/13","Gayophytum diffusum","full bloom",2
"P37","LCP","7/13/13","Gayophytum diffusum","full bloom",2
"P37","GH","7/19/13","Gayophytum diffusum","full bloom",2
"P37","GH","7/30/13","Gayophytum diffusum","full bloom",2
"P37","JPS/LTC","6/13/14","Gayophytum diffusum","full bloom",2
"P37","KK","6/24/14","Gayophytum diffusum","full bloom",2
"P37","LCP","7/1/14","Gayophytum diffusum","beginning to bloom to bloom",1
"P37","LKM","7/13/14","Gayophytum diffusum","beginning to bloom to bloom",1
"P43","LCP","6/28/13","Gayophytum diffusum","full bloom",4
"P43","TS","7/13/13","Gayophytum diffusum","full bloom",4
"P43","GH","7/17/13","Gayophytum diffusum","full bloom",4
"P43","CRP","7/30/13","Gayophytum diffusum","finishing bloom",2
"P43","LCP","6/13/14","Gayophytum diffusum","not blooming",0
"P43","LTC","6/24/14","Gayophytum diffusum","not blooming",0
"P43","LCP","7/3/14","Gayophytum diffusum","full bloom",2
"P43","PG","7/13/14","Gayophytum diffusum","full bloom",2
"W04","CRP","6/30/13","Gayophytum diffusum","full bloom",2
"W04","LCP","7/14/13","Gayophytum diffusum","full bloom",2
"W04","GH","7/20/13","Gayophytum diffusum","full bloom",2
"W04","GH","8/1/13","Gayophytum diffusum","full bloom",4
"W04","JPS/LTC","6/14/14","Gayophytum diffusum","not blooming",0
"W04","LCP","6/25/14","Gayophytum diffusum","not blooming",0
"W04","LCP","7/4/14","Gayophytum diffusum","full bloom",1
"W04","LTC","7/14/14","Gayophytum diffusum","full bloom",3
"L24","LKM","6/27/13","Gayophytum eriospermum","full bloom",2
"L24","SB","7/13/13","Gayophytum eriospermum","full bloom",2
"L24","LCP","7/18/13","Gayophytum eriospermum","full bloom",2
"L24","LCP","7/31/13","Gayophytum eriospermum","finishing bloom",2
"L24","LKM","6/13/14","Gayophytum eriospermum","not blooming",0
"L24","LCP/EK","6/23/14","Gayophytum eriospermum","not blooming",0
"L24","MV/KD","7/2/14","Gayophytum eriospermum","not blooming",0
"L24","LTC","7/13/14","Gayophytum eriospermum","full bloom",3
"L33","CRP","6/29/13","Gayophytum eriospermum","full bloom",1
"L33","GH","7/13/13","Gayophytum eriospermum","full bloom",1
"L33","LCP","7/19/13","Gayophytum eriospermum","full bloom",1
"L33","CRP","7/31/13","Gayophytum eriospermum","full bloom",1
"L33","AJR","6/13/14","Gayophytum eriospermum","full bloom",1
"L33","LTC","6/23/14","Gayophytum eriospermum","full bloom",2
"L33","KK","7/3/14","Gayophytum eriospermum","full bloom",2
"L33","KK","7/13/14","Gayophytum eriospermum","full bloom",2
"N131","CK","6/30/13","Gayophytum eriospermum","full bloom",3
"N131","CRP","7/14/13","Gayophytum eriospermum","full bloom",4
"N131","LCP","7/20/13","Gayophytum eriospermum","full bloom",3
"N131","CRP","8/1/13","Gayophytum eriospermum","full bloom",3
"N131","LCP","6/14/14","Gayophytum eriospermum","not blooming",0
"N131","KK","6/25/14","Gayophytum eriospermum","beginning to bloom to bloom",2
"N131","MV/KD","7/4/14","Gayophytum eriospermum","full bloom",2
"N131","KK","7/14/14","Gayophytum eriospermum","full bloom",3
"N132","LCP","6/30/13","Gayophytum eriospermum","full bloom",4
"N132","GH","7/14/13","Gayophytum eriospermum","full bloom",4
"N132","CRP","7/20/13","Gayophytum eriospermum","full bloom",4
"N132","LCP","8/1/13","Gayophytum eriospermum","finishing bloom",3
"N132","AJR","6/14/14","Gayophytum eriospermum","not blooming",0
"N132","LTC","6/25/14","Gayophytum eriospermum","full bloom",2
"N132","KK","7/4/14","Gayophytum eriospermum","full bloom",2
"N132","LCP","7/14/14","Gayophytum eriospermum","full bloom",4
"N133","CRP","7/8/13","Gayophytum eriospermum","full bloom",4
"N133","GH","7/11/13","Gayophytum eriospermum","full bloom",4
"N133","LCP","7/23/13","Gayophytum eriospermum","full bloom",4
"N133","GH","7/25/13","Gayophytum eriospermum","full bloom",4
"N133","LCP/KAK","6/18/14","Gayophytum eriospermum","not blooming",0
"N133","KK","7/7/14","Gayophytum eriospermum","full bloom",2
"N133","LCP","7/10/14","Gayophytum eriospermum","full bloom",2
"N133","LTC","7/18/14","Gayophytum eriospermum","full bloom",3
"N134","LCP","7/8/13","Gayophytum eriospermum","full bloom",3
"N134","CRP","7/11/13","Gayophytum eriospermum","full bloom",3
"N134","GH","7/22/13","Gayophytum eriospermum","full bloom",3
"N134","CRP","7/25/13","Gayophytum eriospermum","full bloom",3
"N134","JPS","6/17/14","Gayophytum eriospermum","full bloom",3
"N134","LCP","7/6/14","Gayophytum eriospermum","full bloom",2
"N134","KK","7/9/14","Gayophytum eriospermum","full bloom",3
"N134","LCP","7/17/14","Gayophytum eriospermum","full bloom",2
"N135","GH","7/8/13","Gayophytum eriospermum","full bloom",1
"N135","LCP","7/11/13","Gayophytum eriospermum","full bloom",1
"N135","CRP","7/22/13","Gayophytum eriospermum","full bloom",2
"N135","LCP","7/25/13","Gayophytum eriospermum","full bloom",2
"N135","LTC","6/18/14","Gayophytum eriospermum","not blooming",0
"N135","KK","7/6/14","Gayophytum eriospermum","full bloom",4
"N135","LCP","7/9/14","Gayophytum eriospermum","not blooming",0
"N135","LCP","7/19/14","Gayophytum eriospermum","not blooming",0
"N137","CRP","7/9/13","Gayophytum eriospermum","full bloom",5
"N137","GH","7/12/13","Gayophytum eriospermum","full bloom",5
"N137","LCP","7/24/13","Gayophytum eriospermum","full bloom",5
"N137","CRP","7/26/13","Gayophytum eriospermum","full bloom",5
"N137","LCP/KAK","6/19/14","Gayophytum eriospermum","not blooming",0
"N137","LTC","7/7/14","Gayophytum eriospermum","full bloom",2
"N137","LTC","7/10/14","Gayophytum eriospermum","full bloom",2
"N137","LTC","7/19/14","Gayophytum eriospermum","full bloom",2
"N139","LCP","7/9/13","Gayophytum eriospermum","full bloom",3
"N139","CRP","7/12/13","Gayophytum eriospermum","full bloom",3
"N139","GH","7/24/13","Gayophytum eriospermum","full bloom",3
"N139","GH","7/26/13","Gayophytum eriospermum","full bloom",3
"N139","JPS","6/18/14","Gayophytum eriospermum","full bloom",3
"N139","LTC","7/6/14","Gayophytum eriospermum","full bloom",4
"N139","LTC","7/9/14","Gayophytum eriospermum","full bloom",3
"N139","LCP","7/18/14","Gayophytum eriospermum","full bloom",2
"P310","LCP","6/29/13","Gayophytum eriospermum","full bloom",3
"P310","BES","7/13/13","Gayophytum eriospermum","full bloom",3
"P310","CRP","7/17/13","Gayophytum eriospermum","full bloom",3
"P310","GH","7/31/13","Gayophytum eriospermum","full bloom",3
"P310","LCP","6/12/14","Gayophytum eriospermum","not blooming",0
"P310","LCP","6/24/14","Gayophytum eriospermum","not blooming",0
"P310","KK","7/1/14","Gayophytum eriospermum","beginning to bloom to bloom",2
"P310","CV","7/13/14","Gayophytum eriospermum","finishing bloom",2
