"EMEC","UniqueID","TempID","Order","Family","Genus","SubGenus","Species","SubSpecies","GeneralID","Sex","NetPan","Site","Year","Collector","SampleRound","Date","PanColor","PanID","NetNumber","FinalPlantSp","DateDetermined","Determiner","Author"
NA,"YOSE-7420_EMEC_4687",4687,"Hymenoptera","Apidae","Bombus","Bombus","bifarius","","Bee","m","net","P310",2013,"GH",4,"7/31/13","","",2,"Monardella odoratissima ssp. pallida","2013-2015","R.W. Thorp","Cresson"
NA,"YOSE-7420_EMEC_4688",4688,"Hymenoptera","Apidae","Bombus","Bombus","bifarius","","Bee","m","net","P310",2013,"GH",4,"7/31/13","","",2,"Monardella odoratissima ssp. pallida","2013-2015","R.W. Thorp","Cresson"
NA,"YOSE-7420_EMEC_4689",4689,"Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","Bee","f","net","N131",2013,"CRP",4,"8/1/13","","",2,"Monardella odoratissima ssp. pallida","2013-2015","R.W. Thorp","Radoszkowski"
NA,"YOSE-7420_EMEC_4690",4690,"Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","Bee","m","net","N131",2013,"CRP",4,"8/1/13","","",2,"Monardella odoratissima ssp. pallida","2013-2015","R.W. Thorp","Radoszkowski"
NA,"YOSE-7420_EMEC_4691",4691,"Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","Bee","m","net","N131",2013,"CRP",4,"8/1/13","","",2,"Monardella odoratissima ssp. pallida","2013-2015","R.W. Thorp","Radoszkowski"
NA,"YOSE-7420_EMEC_4692",4692,"Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","Bee","m","net","N131",2013,"CRP",4,"8/1/13","","",2,"Monardella odoratissima ssp. pallida","2013-2015","R.W. Thorp","Radoszkowski"
NA,"YOSE-7420_EMEC_4693",4693,"Hymenoptera","Megachilidae","Osmia","Melanosmia","densa","","Bee","f","net","N131",2013,"CRP",4,"8/1/13","","",2,"Monardella odoratissima ssp. pallida","2013-2015","T. Griswold","Cresson"
NA,"YOSE-7420_EMEC_4694",4694,"Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","Bee","f","net","N131",2013,"CRP",4,"8/1/13","","",2,"Monardella odoratissima ssp. pallida","2013-2015","R.W. Thorp","Radoszkowski"
NA,"YOSE-7420_EMEC_4695",4695,"Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","Bee","m","net","N131",2013,"CRP",4,"8/1/13","","",2,"Monardella odoratissima ssp. pallida","2013-2015","R.W. Thorp","Radoszkowski"
NA,"YOSE-7420_EMEC_4696",4696,"Hymenoptera","Apidae","Bombus","Psithyrus","fernaldae","","Bee","m","net","N131",2013,"CRP",4,"8/1/13","","",2,"Monardella odoratissima ssp. pallida","2013-2015","R.W. Thorp","Franklin"
NA,"YOSE-7420_EMEC_4697",4697,"Hymenoptera","Apidae","Bombus","Psithyrus","insularis","","Bee","m","net","N131",2013,"CRP",4,"8/1/13","","",2,"Monardella odoratissima ssp. pallida","2013-2015","R.W. Thorp","Smith"
NA,"YOSE-7420_EMEC_4698",4698,"Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","Bee","m","net","N131",2013,"CRP",4,"8/1/13","","",2,"Monardella odoratissima ssp. pallida","2013-2015","R.W. Thorp","Radoszkowski"
NA,"YOSE-7420_EMEC_4699",4699,"Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","Bee","m","net","N131",2013,"CRP",4,"8/1/13","","",2,"Monardella odoratissima ssp. pallida","2013-2015","R.W. Thorp","Radoszkowski"
NA,"YOSE-7420_EMEC_4700",4700,"Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","Bee","m","net","N131",2013,"CRP",4,"8/1/13","","",2,"Monardella odoratissima ssp. pallida","2013-2015","R.W. Thorp","Radoszkowski"
NA,"YOSE-7420_EMEC_4701",4701,"Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","Bee","m","net","N131",2013,"CRP",4,"8/1/13","","",2,"Monardella odoratissima ssp. pallida","2013-2015","R.W. Thorp","Radoszkowski"
NA,"YOSE-7420_EMEC_4702",4702,"Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","Bee","m","net","N131",2013,"CRP",4,"8/1/13","","",2,"Monardella odoratissima ssp. pallida","2013-2015","R.W. Thorp","Radoszkowski"
NA,"YOSE-7420_EMEC_4703",4703,"Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","Bee","m","net","N131",2013,"CRP",4,"8/1/13","","",2,"Monardella odoratissima ssp. pallida","2013-2015","R.W. Thorp","Radoszkowski"
NA,"YOSE-7420_EMEC_4704",4704,"Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","Bee","m","net","N131",2013,"CRP",4,"8/1/13","","",2,"Monardella odoratissima ssp. pallida","2013-2015","R.W. Thorp","Radoszkowski"
NA,"YOSE-7420_EMEC_4705",4705,"Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","Bee","m","net","N131",2013,"CRP",4,"8/1/13","","",2,"Monardella odoratissima ssp. pallida","2013-2015","R.W. Thorp","Radoszkowski"
NA,"YOSE-7420_EMEC_6477",6477,"Hymenoptera","Apidae","Apis","Apis","mellifera","","Bee","f","net","N133",2013,"GH",4,"7/25/13","","",2,"Gayophytum eriospermum","2013-2015","R.W. Thorp","Linnaeus"
NA,"YOSE-7420_EMEC_6478",6478,"Hymenoptera","Apidae","Apis","Apis","mellifera","","Bee","f","net","N137",2013,"CRP",4,"7/26/13","","",2,"Solidago canadensis ssp. elongata","2013-2015","R.W. Thorp","Linnaeus"
NA,"YOSE-7420_EMEC_6479",6479,"Hymenoptera","Apidae","Apis","Apis","mellifera","","Bee","f","net","N137",2013,"CRP",4,"7/26/13","","",2,"Solidago canadensis ssp. elongata","2013-2015","R.W. Thorp","Linnaeus"
NA,"YOSE-7420_EMEC_6720",6720,"Lepidoptera","","Plebejus","","idas","","Lep","f","net","L35",2013,"AJR",4,"7/29/13","","",2,"Solidago canadensis ssp. elongata","2015","L.Ponisio","Linnaeus"
NA,"YOSE-7420_EMEC_6744",6744,"Lepidoptera","","Plebejus","","acmon","","Lep","f","net","L24",2013,"AJR",4,"7/31/13","","",2,"Potentilla drummondii ssp. brewerii","2015","L.Ponisio","Westwood"
NA,"YOSE-7420_EMEC_6745",6745,"Lepidoptera","","Speyeria","","spp.","","Lep","","net","L24",2013,"AJR",4,"7/31/13","","",2,"Erigeron brewerii var. brewerii","2015","L.Ponisio",""
NA,"YOSE-7420_EMEC_6746",6746,NA,NA,NA,NA,NA,NA,NA,NA,"net","L21",2013,"AJR",4,"7/30/13","","",2,"Monardella odoratissima ssp. pallida",NA,NA,NA
NA,"YOSE-7420_EMEC_6749",6749,"Lepidoptera","","Speyeria","","spp.","","Lep","","net","L21",2013,"AJR",4,"7/30/13","","",2,"Achillea millefolium","2015","L.Ponisio",""
NA,"YOSE-7420_EMEC_6758",6758,"Lepidoptera","","Hesperia","","juba","","Lep","m","net","N131",2013,"CRP",4,"8/1/13","","",2,"Apocynum androsaemifolium","2015","L.Ponisio","Scudder"
NA,"YOSE-7420_EMEC_6759",6759,"Lepidoptera","","Hesperia","","juba","","Lep","m","net","P33",2013,"CRP",4,"7/29/13","","",2,"Monardella odoratissima ssp. pallida","2015","L.Ponisio","Scudder"
NA,"YOSE-7420_EMEC_6760",6760,"Lepidoptera","","Hesperia","","juba","","Lep","m","net","P33",2013,"CRP",4,"7/29/13","","",2,"Ericameria bloomeri","2015","L.Ponisio","Scudder"
NA,"YOSE-7420_EMEC_6812",6812,"Lepidoptera","","Plebejus","","idas","","Lep","m","net","L35",2013,"AJR",4,"7/29/13","","",2,"Solidago canadensis ssp. elongata","2015","L.Ponisio","Linnaeus"
NA,"YOSE-7420_EMEC_6819",6819,"Lepidoptera","","Speyeria","","spp.","","Lep","","net","L21",2013,"AJR",4,"7/30/13","","",2,"Monardella odoratissima ssp. pallida","2015","L.Ponisio",""
NA,"YOSE-7420_EMEC_6820",6820,NA,NA,NA,NA,NA,NA,NA,NA,"net","L21",2013,"AJR",4,"7/30/13","","",2,"Monardella odoratissima ssp. pallida",NA,NA,NA
NA,"YOSE-7420_EMEC_6821",6821,"Lepidoptera","","Speyeria","","spp.","","Lep","","net","L21",2013,"AJR",4,"7/30/13","","",2,"Achillea millefolium","2015","L.Ponisio",""
1044427,"YOSE-7420_EMEC_11811",11811,"Lepidoptera","","Hesperia","","juba","","Lep","m","net","L35",2014,"LCP",4,"7/13/14","","",2,"Solidago canadensis ssp. elongata","2015","L.Ponisio","Scudder"
1044428,"YOSE-7420_EMEC_11812",11812,"Lepidoptera","","Plebejus","","icarioides","","Lep","","net","L35",2014,"LCP",4,"7/13/14","","",2,"Solidago canadensis ssp. elongata","2015","L.Ponisio","Boisduval"
1044433,"YOSE-7420_EMEC_11817",11817,"Lepidoptera","","Plebejus","","saepiolus","","Lep","f","net","N134",2014,"LCP",4,"7/17/14","","",2,"Solidago canadensis ssp. elongata","2015","L.Ponisio","Boisduval"
1044438,"YOSE-7420_EMEC_11822",11822,"Lepidoptera","","Plebejus","","idas","","Lep","m","net","N134",2014,"LCP",4,"7/17/14","","",2,"Epilobium angustifloium ssp. circumvagum","2015","L.Ponisio","Linnaeus"
1044439,"YOSE-7420_EMEC_11823",11823,"Lepidoptera","","Plebejus","","idas","","Lep","f","net","N134",2014,"LCP",4,"7/17/14","","",2,"Epilobium angustifloium ssp. circumvagum","2015","L.Ponisio","Linnaeus"
1044444,"YOSE-7420_EMEC_11828",11828,"Lepidoptera","","Speyeria","","spp.","","Lep","","net","N134",2014,"LCP",4,"7/17/14","","",2,"Solidago canadensis ssp. elongata","2015","L.Ponisio",""
1044450,"YOSE-7420_EMEC_11834",11834,"Lepidoptera","","Plebejus","","idas","","Lep","f","net","L24",2014,"LTC",4,"7/13/14","","",2,"Potentilla gracilis","2015","L.Ponisio","Linnaeus"
1044460,"YOSE-7420_EMEC_11844",11844,"Lepidoptera","","Euphilotes","","enoptes","","Lep","m","net","L21",2014,"KC",4,"7/13/14","","",2,"Eriogonum nudum var. nudum","2015","L.Ponisio","Boisduval"
1044462,"YOSE-7420_EMEC_11846",11846,"Lepidoptera","","Plebejus","","icarioides","","Lep","","net","L21",2014,"KC",4,"7/13/14","","",2,"Monardella odoratissima ssp. pallida","2015","L.Ponisio","Boisduval"
1044463,"YOSE-7420_EMEC_11847",11847,"Lepidoptera","","Hesperia","","juba","","Lep","m","net","L21",2014,"KC",4,"7/13/14","","",2,"Monardella odoratissima ssp. pallida","2015","L.Ponisio","Scudder"
1044464,"YOSE-7420_EMEC_11848",11848,"Lepidoptera","","Hesperia","","juba","","Lep","m","net","P33",2014,"LMH",4,"7/13/14","","",2,"Apocynum androsaemifolium","2015","L.Ponisio","Scudder"
1044466,"YOSE-7420_EMEC_11850",11850,"Lepidoptera","","Phyciodes","","orseis","montana","Lep","","net","L21",2014,"KC",4,"7/13/14","","",2,"Madia gracilis","2015","L.Ponisio","Edwards"
NA,"YOSE-7420_EMEC_57",57,"Hymenoptera","Megachilidae","Osmia","Melanosmia","ednae","","Bee","f","net","P33",2013,"CRP",1,"6/27/13","","",3,"Hackelia micrantha","2013-2015","T. Griswold","Cockerell"
NA,"YOSE-7420_EMEC_58",58,"Hymenoptera","Megachilidae","Stelis","Stelis","calliphorina","","Bee","m","net","P33",2013,"CRP",1,"6/27/13","","",3,"Hackelia micrantha","2013-2015","T. Griswold","Cockerell"
NA,"YOSE-7420_EMEC_59",59,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","prasinogaster","aff.","Bee","f","net","P33",2013,"CRP",1,"6/27/13","","",3,"Eriogonum nudum var. nudum","2013-2015","Jason Gibbs",""
NA,"YOSE-7420_EMEC_60",60,"Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","Bee","f","net","L21",2013,"CRP",1,"6/26/13","","",3,"Madia gracilis","2013-2015","R.W. Thorp","Radoszkowski"
NA,"YOSE-7420_EMEC_96",96,"Hymenoptera","Apidae","Apis","Apis","mellifera","","Bee","f","net","P33",2013,"CRP",1,"6/27/13","","",3,"Ceanothus cordulatus","2013-2015","R.W. Thorp","Linnaeus"
NA,"YOSE-7420_EMEC_97",97,"Hymenoptera","Andrenidae","Andrena","Andrena","ceanothifloris","cretata","Bee","f","net","P33",2013,"CRP",1,"6/27/13","","",3,"Ceanothus cordulatus","2013-2015","R.W. Thorp","LaBerge"
NA,"YOSE-7420_EMEC_98",98,"Hymenoptera","Andrenidae","Andrena","Trachandrena","cleodora","","Bee","f","net","P33",2013,"CRP",1,"6/27/13","","",3,"Ceanothus cordulatus","2013-2015","R.W. Thorp","Viereck"
NA,"YOSE-7420_EMEC_99",99,"Hymenoptera","Andrenidae","Andrena","Trachandrena","cleodora","","Bee","f","net","P33",2013,"CRP",1,"6/27/13","","",3,"Ceanothus cordulatus","2013-2015","R.W. Thorp","Viereck"
NA,"YOSE-7420_EMEC_100",100,"Hymenoptera","Andrenidae","Andrena","Trachandrena","cleodora","","Bee","f","net","P33",2013,"CRP",1,"6/27/13","","",3,"Ceanothus cordulatus","2013-2015","R.W. Thorp","Viereck"
NA,"YOSE-7420_EMEC_101",101,"Hymenoptera","Andrenidae","Andrena","Trachandrena","cleodora","","Bee","f","net","P33",2013,"CRP",1,"6/27/13","","",3,"Ceanothus cordulatus","2013-2015","R.W. Thorp","Viereck"
NA,"YOSE-7420_EMEC_102",102,"Hymenoptera","Andrenidae","Andrena","Trachandrena","cleodora","","Bee","f","net","P33",2013,"CRP",1,"6/27/13","","",3,"Ceanothus cordulatus","2013-2015","R.W. Thorp","Viereck"
NA,"YOSE-7420_EMEC_103",103,"Hymenoptera","Andrenidae","Andrena","Trachandrena","cleodora","","Bee","f","net","P33",2013,"CRP",1,"6/27/13","","",3,"Ceanothus cordulatus","2013-2015","R.W. Thorp","Viereck"
NA,"YOSE-7420_EMEC_104",104,"Hymenoptera","Andrenidae","Andrena","Trachandrena","cleodora","","Bee","f","net","P33",2013,"CRP",1,"6/27/13","","",3,"Ceanothus cordulatus","2013-2015","R.W. Thorp","Viereck"
NA,"YOSE-7420_EMEC_105",105,"Hymenoptera","Apidae","Apis","Apis","mellifera","","Bee","f","net","P33",2013,"CRP",1,"6/27/13","","",3,"Ceanothus cordulatus","2013-2015","R.W. Thorp","Linnaeus"
NA,"YOSE-7420_EMEC_106",106,"Hymenoptera","Andrenidae","Andrena","Micrandrena","candidiformis","","Bee","f","net","P33",2013,"CRP",1,"6/27/13","","",3,"Ceanothus cordulatus","2013-2015","R.W. Thorp","Viereck & Cockerell"
NA,"YOSE-7420_EMEC_107",107,"Hymenoptera","Andrenidae","Andrena","Andrena","edwardsi","","Bee","f","net","P33",2013,"CRP",1,"6/27/13","","",3,"Ceanothus cordulatus","2013-2015","R.W. Thorp","Viereck"
NA,"YOSE-7420_EMEC_108",108,"Hymenoptera","Apidae","Nomada","","sp.","a","Bee","f","net","P33",2013,"CRP",1,"6/27/13","","",3,"Ceanothus cordulatus","2013-2015","R.W. Thorp",""
NA,"YOSE-7420_EMEC_109",109,"Hymenoptera","Colletidae","Hylaeus","","spp.","small","Bee","m","net","P33",2013,"CRP",1,"6/27/13","","",3,"Ceanothus cordulatus","2013-2015","L. Ponisio",""
NA,"YOSE-7420_EMEC_110",110,"Hymenoptera","Colletidae","Hylaeus","","spp.","small","Bee","m","net","P33",2013,"CRP",1,"6/27/13","","",3,"Ceanothus cordulatus","2013-2015","L. Ponisio",""
NA,"YOSE-7420_EMEC_111",111,"Hymenoptera","Colletidae","Hylaeus","","spp.","big","Bee","m","net","P33",2013,"CRP",1,"6/27/13","","",3,"Ceanothus cordulatus","2013-2015","L. Ponisio",""
NA,"YOSE-7420_EMEC_112",112,"Hymenoptera","Colletidae","Hylaeus","","spp.","big","Bee","m","net","P33",2013,"CRP",1,"6/27/13","","",3,"Ceanothus cordulatus","2013-2015","L. Ponisio",""
NA,"YOSE-7420_EMEC_113",113,"Hymenoptera","Colletidae","Hylaeus","","spp.","small","Bee","m","net","P33",2013,"CRP",1,"6/27/13","","",3,"Ceanothus cordulatus","2013-2015","L. Ponisio",""
NA,"YOSE-7420_EMEC_114",114,"Hymenoptera","Colletidae","Hylaeus","","spp.","small","Bee","m","net","P33",2013,"CRP",1,"6/27/13","","",3,"Ceanothus cordulatus","2013-2015","L. Ponisio",""
NA,"YOSE-7420_EMEC_115",115,"Hymenoptera","Colletidae","Hylaeus","","spp.","big","Bee","m","net","P33",2013,"CRP",1,"6/27/13","","",3,"Ceanothus cordulatus","2013-2015","L. Ponisio",""
NA,"YOSE-7420_EMEC_116",116,"Hymenoptera","Colletidae","Hylaeus","","spp.","big","Bee","m","net","P33",2013,"CRP",1,"6/27/13","","",3,"Ceanothus cordulatus","2013-2015","L. Ponisio",""
NA,"YOSE-7420_EMEC_117",117,NA,NA,NA,NA,NA,NA,NA,NA,"net","P33",2013,"CRP",1,"6/27/13","","",3,"Ceanothus cordulatus",NA,NA,NA
NA,"YOSE-7420_EMEC_118",118,NA,NA,NA,NA,NA,NA,NA,NA,"net","P33",2013,"CRP",1,"6/27/13","","",3,"Ceanothus cordulatus",NA,NA,NA
NA,"YOSE-7420_EMEC_119",119,NA,NA,NA,NA,NA,NA,NA,NA,"net","P33",2013,"CRP",1,"6/27/13","","",3,"Ceanothus cordulatus",NA,NA,NA
NA,"YOSE-7420_EMEC_120",120,"Hymenoptera","Colletidae","Hylaeus","","spp.","small","Bee","m","net","P33",2013,"CRP",1,"6/27/13","","",3,"Ceanothus cordulatus","2013-2015","L. Ponisio",""
NA,"YOSE-7420_EMEC_138",138,"Hymenoptera","Megachilidae","Stelis","Stelis","occidentalis","","Bee","m","net","L35",2013,"LCP",1,"6/27/13","","",3,"Horkelia fusca","2013-2015","T. Griswold","Parker"
NA,"YOSE-7420_EMEC_139",139,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","prasinogaster","aff.","Bee","f","net","L35",2013,"LCP",1,"6/27/13","","",3,"Horkelia fusca","2013-2015","Jason Gibbs",""
NA,"YOSE-7420_EMEC_140",140,NA,NA,NA,NA,NA,NA,NA,NA,"net","L35",2013,"LCP",1,"6/27/13","","",3,"Horkelia fusca",NA,NA,NA
NA,"YOSE-7420_EMEC_141",141,"Hymenoptera","Colletidae","Hylaeus","","spp.","big","Bee","m","net","L35",2013,"LCP",1,"6/27/13","","",3,"Horkelia fusca","2013-2015","L. Ponisio",""
NA,"YOSE-7420_EMEC_142",142,"Hymenoptera","Colletidae","Hylaeus","","spp.","big","Bee","m","net","L35",2013,"LCP",1,"6/27/13","","",3,"Horkelia fusca","2013-2015","L. Ponisio",""
NA,"YOSE-7420_EMEC_143",143,"Hymenoptera","Colletidae","Hylaeus","","spp.","small","Bee","m","net","L35",2013,"LCP",1,"6/27/13","","",3,"Horkelia fusca","2013-2015","L. Ponisio",""
NA,"YOSE-7420_EMEC_144",144,"Hymenoptera","Colletidae","Hylaeus","","spp.","big","Bee","m","net","L35",2013,"LCP",1,"6/27/13","","",3,"Horkelia fusca","2013-2015","L. Ponisio",""
NA,"YOSE-7420_EMEC_145",145,"Hymenoptera","Andrenidae","Andrena","Thysandrena","medionitens","","Bee","m","net","L35",2013,"LCP",1,"6/27/13","","",3,"Horkelia fusca","2013-2015","R.W. Thorp","Cockerell"
NA,"YOSE-7420_EMEC_146",146,NA,NA,NA,NA,NA,NA,NA,NA,"net","L35",2013,"LCP",1,"6/27/13","","",3,"Horkelia fusca",NA,NA,NA
NA,"YOSE-7420_EMEC_147",147,"Hymenoptera","Apidae","Anthophora","Clisodon","terminalis","","Bee","m","net","L35",2013,"LCP",1,"6/27/13","","",3,"Phacelia hastata ssp. compacta","2013-2015","R.W. Thorp","Cresson"
NA,"YOSE-7420_EMEC_148",148,"Hymenoptera","Megachilidae","Hoplitis","Monumetha","albifrons","maura","Bee","m","net","L35",2013,"LCP",1,"6/27/13","","",3,"Phacelia hastata ssp. compacta","2013-2015","T. Griswold","Cresson"
NA,"YOSE-7420_EMEC_149",149,"Hymenoptera","Megachilidae","Hoplitis","Monumetha","albifrons","maura","Bee","f","net","L35",2013,"LCP",1,"6/27/13","","",3,"Phacelia hastata ssp. compacta","2013-2015","T. Griswold","Cresson"
NA,"YOSE-7420_EMEC_150",150,"Hymenoptera","Megachilidae","Anthidium","Anthidium","mormonum","","Bee","f","net","L35",2013,"LCP",1,"6/27/13","","",3,"Phacelia hastata ssp. compacta","2013-2015","T. Griswold","Cresson"
NA,"YOSE-7420_EMEC_151",151,"Hymenoptera","Megachilidae","Atoposmia","Hexosmia","copelandica","albomarginata","Bee","f","net","L35",2013,"LCP",1,"6/27/13","","",3,"Phacelia hastata ssp. compacta","2013-2015","T. Griswold","Cockerell"
NA,"YOSE-7420_EMEC_152",152,"Hymenoptera","Megachilidae","Ashmeadiella","Arogochila","timberlakei","","Bee","f","net","L35",2013,"LCP",1,"6/27/13","","",3,"Phacelia hastata ssp. compacta","2013-2015","R.W. Thorp","Michener"
NA,"YOSE-7420_EMEC_153",153,"Hymenoptera","Colletidae","Hylaeus","","spp.","small","Bee","f","net","L35",2013,"LCP",1,"6/27/13","","",3,"Phacelia hastata ssp. compacta","2013-2015","L. Ponisio",""
NA,"YOSE-7420_EMEC_237",237,"Hymenoptera","Apidae","Apis","Apis","mellifera","","Bee","f","net","L21",2013,"CRP",1,"6/26/13","","",3,"Wyethia mollis","2013-2015","R.W. Thorp","Linnaeus"
NA,"YOSE-7420_EMEC_238",238,"Hymenoptera","Apidae","Apis","Apis","mellifera","","Bee","f","net","L21",2013,"CRP",1,"6/26/13","","",3,"Wyethia mollis","2013-2015","R.W. Thorp","Linnaeus"
NA,"YOSE-7420_EMEC_239",239,"Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","Bee","m","net","L21",2013,"CRP",1,"6/26/13","","",3,"Wyethia mollis","2013-2015","R.W. Thorp","Radoszkowski"
NA,"YOSE-7420_EMEC_240",240,"Hymenoptera","Megachilidae","Osmia","Cephalosmia","montana","quadriceps","Bee","f","net","L21",2013,"CRP",1,"6/26/13","","",3,"Wyethia mollis","2013-2015","T. Griswold","Cresson"
NA,"YOSE-7420_EMEC_241",241,"Hymenoptera","Megachilidae","Megachile","Sayapis","pugnata","pomona","Bee","m","net","L21",2013,"CRP",1,"6/26/13","","",3,"Wyethia mollis","2013-2015","T. Griswold","Cockerell"
NA,"YOSE-7420_EMEC_242",242,"Hymenoptera","Vespidae","Vespula","","pensylvanica","","Wasp","f","net","L21",2013,"CRP",1,"6/26/13","","",3,"Ceanothus cordulatus","2015","L.Ponisio","Saussure"
NA,"YOSE-7420_EMEC_243",243,"Hymenoptera","Andrenidae","Andrena","Andrena","ceanothifloris","cretata","Bee","f","net","L21",2013,"CRP",1,"6/26/13","","",3,"Ceanothus cordulatus","2013-2015","R.W. Thorp","LaBerge"
NA,"YOSE-7420_EMEC_244",244,"Hymenoptera","Andrenidae","Andrena","Andrena","ceanothifloris","cretata","Bee","f","net","L21",2013,"CRP",1,"6/26/13","","",3,"Ceanothus cordulatus","2013-2015","R.W. Thorp","LaBerge"
NA,"YOSE-7420_EMEC_245",245,"Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","Bee","f","net","L21",2013,"CRP",1,"6/26/13","","",3,"Lupinus fulcratus","2013-2015","R.W. Thorp","Radoszkowski"
NA,"YOSE-7420_EMEC_246",246,"Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","Bee","f","net","L21",2013,"CRP",1,"6/26/13","","",3,"Lupinus fulcratus","2013-2015","R.W. Thorp","Radoszkowski"
NA,"YOSE-7420_EMEC_247",247,"Hymenoptera","Apidae","Apis","Apis","mellifera","","Bee","f","net","L21",2013,"CRP",1,"6/26/13","","",3,"Ceanothus cordulatus","2013-2015","R.W. Thorp","Linnaeus"
NA,"YOSE-7420_EMEC_248",248,"Hymenoptera","Andrenidae","Andrena","Trachandrena","cleodora","","Bee","f","net","L21",2013,"CRP",1,"6/26/13","","",3,"Ceanothus cordulatus","2013-2015","R.W. Thorp","Viereck"
NA,"YOSE-7420_EMEC_249",249,"Hymenoptera","Andrenidae","Andrena","Trachandrena","cleodora","","Bee","f","net","L21",2013,"CRP",1,"6/26/13","","",3,"Ceanothus cordulatus","2013-2015","R.W. Thorp","Viereck"
NA,"YOSE-7420_EMEC_250",250,"Diptera","Bombyliidae","Conophorus","","sp","a","Fly","","net","L21",2013,"CRP",1,"6/26/13","","",3,"Ceanothus cordulatus","2015","M. Hauser",""
NA,"YOSE-7420_EMEC_251",251,"Coleoptera",NA,"Trichodes","","ornatus","","Beetle","","net","L21",2013,"CRP",1,"6/26/13","","",3,"Calochortus spp.","2015","L. Ponisio","Linsley & MacSwain"
NA,"YOSE-7420_EMEC_252",252,NA,NA,NA,NA,NA,NA,NA,NA,"net","L21",2013,"CRP",1,"6/26/13","","",3,"Calochortus spp.",NA,NA,NA
NA,"YOSE-7420_EMEC_253",253,"Hymenoptera","Colletidae","Hylaeus","","spp.","small","Bee","m","net","L21",2013,"CRP",1,"6/26/13","","",3,"Calochortus spp.","2013-2015","L. Ponisio",""
NA,"YOSE-7420_EMEC_254",254,"Hymenoptera","Megachilidae","Megachile","Sayapis","pugnata","pomona","Bee","m","net","L21",2013,"CRP",1,"6/26/13","","",3,"Eriogonum nudum var. nudum","2013-2015","T. Griswold","Cockerell"
NA,"YOSE-7420_EMEC_281",281,"Hymenoptera","Megachilidae","Megachile","Sayapis","pugnata","pomona","Bee","m","net","L21",2013,"CRP",1,"6/26/13","","",3,"Phacelia hastata ssp. compacta","2013-2015","T. Griswold","Cockerell"
NA,"YOSE-7420_EMEC_282",282,"Hymenoptera","Megachilidae","Megachile","Sayapis","pugnata","pomona","Bee","m","net","L21",2013,"CRP",1,"6/26/13","","",3,"Wyethia mollis","2013-2015","T. Griswold","Cockerell"
NA,"YOSE-7420_EMEC_283",283,"Hymenoptera","Megachilidae","Megachile","Sayapis","pugnata","pomona","Bee","m","net","L21",2013,"CRP",1,"6/26/13","","",3,"Wyethia mollis","2013-2015","T. Griswold","Cockerell"
NA,"YOSE-7420_EMEC_284",284,"Coleoptera",NA,"Trichodes","","ornatus","","Beetle","","net","L21",2013,"CRP",1,"6/26/13","","",3,"Calochortus spp.","2015","L. Ponisio","Linsley & MacSwain"
NA,"YOSE-7420_EMEC_285",285,"Coleoptera",NA,"Trichodes","","ornatus","","Beetle","","net","L21",2013,"CRP",1,"6/26/13","","",3,"Wyethia mollis","2015","L. Ponisio","Linsley & MacSwain"
NA,"YOSE-7420_EMEC_308",308,"Coleoptera",NA,"Trichodes","","ornatus","","Beetle","","net","L21",2013,"CRP",1,"6/26/13","","",3,"Achillea millefolium","2015","L. Ponisio","Linsley & MacSwain"
NA,"YOSE-7420_EMEC_309",309,NA,NA,NA,NA,NA,NA,NA,NA,"net","L24",2013,"LKM",1,"6/27/13","","",3,"Potentilla glandulosa",NA,NA,NA
NA,"YOSE-7420_EMEC_310",310,"Hymenoptera","Colletidae","Hylaeus","","spp.","small","Bee","m","net","L24",2013,"LKM",1,"6/27/13","","",3,"Potentilla glandulosa","2013-2015","L. Ponisio",""
NA,"YOSE-7420_EMEC_311",311,"Hymenoptera","Colletidae","Hylaeus","","spp.","big","Bee","m","net","L24",2013,"LKM",1,"6/27/13","","",3,"Potentilla glandulosa","2013-2015","L. Ponisio",""
NA,"YOSE-7420_EMEC_312",312,"Hymenoptera","Colletidae","Hylaeus","","spp.","big","Bee","m","net","L24",2013,"LKM",1,"6/27/13","","",3,"Potentilla glandulosa","2013-2015","L. Ponisio",""
