"EMEC","UniqueID","TempID","Year","Site","Date","NetPan","PanColor","PanID","SampleRound","NetNumber","Collector","FieldPlantSp","PlantSp","Order","Family","Genus","Subgenus","Species","Subspecies","Sex","Determiner","DateDetermined","Author","GeneralID"
1042589,"YOSE-7420_EMEC_9973",9973,2014,"N137","7/19/14","net","","",4,3,"LTC","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Apidae","Bombus","Bombus","bifarius","","f","R.W. Thorp","2013-2015","Cresson","Bee"
1042590,"YOSE-7420_EMEC_9974",9974,2014,"N137","7/19/14","net","","",4,3,"LTC","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
1042591,"YOSE-7420_EMEC_9975",9975,2014,"N137","7/19/14","net","","",4,3,"LTC","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
1042592,"YOSE-7420_EMEC_9976",9976,2014,"N137","7/19/14","net","","",4,3,"LTC","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Apidae","Bombus","Bombus","bifarius","","f","R.W. Thorp","2013-2015","Cresson","Bee"
1042593,"YOSE-7420_EMEC_9977",9977,2014,"N137","7/19/14","net","","",4,3,"LTC","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Apidae","Bombus","Bombus","bifarius","","f","R.W. Thorp","2013-2015","Cresson","Bee"
1042594,"YOSE-7420_EMEC_9978",9978,2014,"N137","7/19/14","net","","",4,3,"LTC","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Apidae","Bombus","Bombus","bifarius","","f","R.W. Thorp","2013-2015","Cresson","Bee"
1042595,"YOSE-7420_EMEC_9979",9979,2014,"N137","7/19/14","net","","",4,3,"LTC","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Apidae","Bombus","Bombus","bifarius","","f","R.W. Thorp","2013-2015","Cresson","Bee"
1042596,"YOSE-7420_EMEC_9980",9980,2014,"N137","7/19/14","net","","",4,3,"LTC","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
1042597,"YOSE-7420_EMEC_9981",9981,2014,"N137","7/19/14","net","","",4,3,"LTC","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Megachilidae","Hoplitis","Monumetha","albifrons","albifrons","f","T. Griswold","2013-2015","Kirby","Bee"
1042598,"YOSE-7420_EMEC_9982",9982,2014,"N137","7/19/14","net","","",4,3,"LTC","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Apidae","Anthophora","Mystacanthophora","urbana","","f","R.W. Thorp","2013-2015","Cresson","Bee"
1042599,"YOSE-7420_EMEC_9983",9983,2014,"N137","7/19/14","net","","",4,3,"LTC","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Apidae","Anthophora","Mystacanthophora","urbana","","f","R.W. Thorp","2013-2015","Cresson","Bee"
1042600,"YOSE-7420_EMEC_9984",9984,2014,"N137","7/19/14","net","","",4,3,"LTC","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Megachilidae","Anthidium","Anthidium","mormonum","","f","T. Griswold","2013-2015","Cresson","Bee"
1042601,"YOSE-7420_EMEC_9985",9985,2014,"N137","7/19/14","net","","",4,3,"LTC","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Halictidae","Lasioglossum","Dialictus","marinense","cf.","f","Jason Gibbs","2013-2015","","Bee"
1042602,"YOSE-7420_EMEC_9986",9986,2014,"N137","7/19/14","net","","",4,3,"LTC","PHAHAS","Phacelia hastata ssp. compacta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1042603,"YOSE-7420_EMEC_9987",9987,2014,"N137","7/19/14","net","","",4,3,"LTC","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Colletidae","Hylaeus","","spp.","small","f","L. Ponisio","2013-2015","","Bee"
1042653,"YOSE-7420_EMEC_10037",10037,2014,"N137","7/19/14","net","","",4,3,"LTC","APOAND","Apocynum androsaemifolium","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
1042654,"YOSE-7420_EMEC_10038",10038,2014,"N137","7/19/14","net","","",4,3,"LTC","APOAND","Apocynum androsaemifolium","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
1042655,"YOSE-7420_EMEC_10039",10039,2014,"N137","7/19/14","net","","",4,3,"LTC","APOAND","Apocynum androsaemifolium","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
1042656,"YOSE-7420_EMEC_10040",10040,2014,"N137","7/19/14","net","","",4,3,"LTC","APOAND","Apocynum androsaemifolium","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
1042657,"YOSE-7420_EMEC_10041",10041,2014,"N137","7/19/14","net","","",4,3,"LTC","APOAND","Apocynum androsaemifolium","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
1042658,"YOSE-7420_EMEC_10042",10042,2014,"N137","7/19/14","net","","",4,3,"LTC","APOAND","Apocynum androsaemifolium","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
1042659,"YOSE-7420_EMEC_10043",10043,2014,"N137","7/19/14","net","","",4,3,"LTC","APOAND","Apocynum androsaemifolium","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
1042660,"YOSE-7420_EMEC_10044",10044,2014,"N137","7/19/14","net","","",4,3,"LTC","APOAND","Apocynum androsaemifolium","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
1042661,"YOSE-7420_EMEC_10045",10045,2014,"N137","7/19/14","net","","",4,3,"LTC","APOAND","Apocynum androsaemifolium","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
1042662,"YOSE-7420_EMEC_10046",10046,2014,"N137","7/19/14","net","","",4,3,"LTC","APOAND","Apocynum androsaemifolium","Hymenoptera","Halictidae","Lasioglossum","Dialictus","marinense","cf.","f","Jason Gibbs","2013-2015","","Bee"
1042663,"YOSE-7420_EMEC_10047",10047,2014,"N137","7/19/14","net","","",4,3,"LTC","APOAND","Apocynum androsaemifolium","Hymenoptera","Colletidae","Hylaeus","","spp.","small","f","L. Ponisio","2013-2015","","Bee"
1042664,"YOSE-7420_EMEC_10048",10048,2014,"N137","7/19/14","net","","",4,3,"LTC","APOAND","Apocynum androsaemifolium","Hymenoptera","Colletidae","Hylaeus","","spp.","small","f","L. Ponisio","2013-2015","","Bee"
1042665,"YOSE-7420_EMEC_10049",10049,2014,"N137","7/19/14","net","","",4,3,"LTC","APOAND","Apocynum androsaemifolium","Hymenoptera","Colletidae","Hylaeus","","spp.","small","f","L. Ponisio","2013-2015","","Bee"
1040833,"YOSE-7420_EMEC_8217",8217,2014,"L21","7/1/14","net","","",5,3,"KD/MV","RAISCA","Raillardella scaposa","Hymenoptera","Megachilidae","Osmia","Melanosmia","bruneri","","f","T. Griswold","2013-2015","Cockerell","Bee"
1040836,"YOSE-7420_EMEC_8220",8220,2014,"L21","7/1/14","net","","",5,3,"KD/MV","ERINUD","Eriogonum nudum var. nudum","Hymenoptera","Megachilidae","Hoplitis","Monumetha","albifrons","albifrons","f","T. Griswold","2013-2015","Kirby","Bee"
1040837,"YOSE-7420_EMEC_8221",8221,2014,"L21","7/1/14","net","","",5,3,"KD/MV","ERINUD","Eriogonum nudum var. nudum","Hymenoptera","Megachilidae","Hoplitis","Monumetha","albifrons","maura","m","T. Griswold","2013-2015","Cresson","Bee"
1040838,"YOSE-7420_EMEC_8222",8222,2014,"L21","7/1/14","net","","",5,3,"KD/MV","ERINUD","Eriogonum nudum var. nudum","Hymenoptera","Megachilidae","Osmia","Melanosmia","calla","","f","T. Griswold","2013-2015","Cockerell","Bee"
1040839,"YOSE-7420_EMEC_8223",8223,2014,"L21","7/1/14","net","","",5,3,"KD/MV","ERINUD","Eriogonum nudum var. nudum","Hymenoptera","Megachilidae","Stelis","Stelis","incisa","new sp.","m","T. Griswold","2013-2015","","Bee"
1040840,"YOSE-7420_EMEC_8224",8224,2014,"L21","7/1/14","net","","",5,3,"KD/MV","ERINUD","Eriogonum nudum var. nudum","Hymenoptera","Halictidae","Lasioglossum","Dialictus","sp.","kn","m","","2013-2015","","Bee"
1040841,"YOSE-7420_EMEC_8225",8225,2014,"L21","7/1/14","net","","",5,3,"KD/MV","ERINUD","Eriogonum nudum var. nudum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040842,"YOSE-7420_EMEC_8226",8226,2014,"L21","7/1/14","net","","",5,3,"KD/MV","ERINUD","Eriogonum nudum var. nudum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040843,"YOSE-7420_EMEC_8227",8227,2014,"L21","7/1/14","net","","",5,3,"KD/MV","CEACOR","Ceanothus cordulatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040844,"YOSE-7420_EMEC_8228",8228,2014,"L21","7/1/14","net","","",5,3,"KD/MV","CEACOR","Ceanothus cordulatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040845,"YOSE-7420_EMEC_8229",8229,2014,"L21","7/1/14","net","","",5,3,"KD/MV","CEACOR","Ceanothus cordulatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040846,"YOSE-7420_EMEC_8230",8230,2014,"L21","7/1/14","net","","",5,3,"KD/MV","CEACOR","Ceanothus cordulatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040847,"YOSE-7420_EMEC_8231",8231,2014,"L21","7/1/14","net","","",5,3,"KD/MV","CEACOR","Ceanothus cordulatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040848,"YOSE-7420_EMEC_8232",8232,2014,"L21","7/1/14","net","","",5,3,"KD/MV","CEACOR","Ceanothus cordulatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040849,"YOSE-7420_EMEC_8233",8233,2014,"L21","7/1/14","net","","",5,3,"KD/MV","CEACOR","Ceanothus cordulatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040850,"YOSE-7420_EMEC_8234",8234,2014,"L21","7/1/14","net","","",5,3,"KD/MV","CEACOR","Ceanothus cordulatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040851,"YOSE-7420_EMEC_8235",8235,2014,"L21","7/1/14","net","","",5,3,"KD/MV","CEACOR","Ceanothus cordulatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040852,"YOSE-7420_EMEC_8236",8236,2014,"L21","7/1/14","net","","",5,3,"KD/MV","CEACOR","Ceanothus cordulatus","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
1040858,"YOSE-7420_EMEC_8242",8242,2014,"L21","7/1/14","net","","",5,3,"KD/MV","Calochortus spp.","Calochortus spp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040859,"YOSE-7420_EMEC_8243",8243,2014,"L21","7/1/14","net","","",5,3,"KD/MV","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Megachilidae","Megachile","Sayapis","pugnata","pomona","m","T. Griswold","2013-2015","Cockerell","Bee"
1040860,"YOSE-7420_EMEC_8244",8244,2014,"L21","7/1/14","net","","",5,3,"KD/MV","PHAHAS","Phacelia hastata ssp. compacta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040898,"YOSE-7420_EMEC_8282",8282,2014,"L21","7/1/14","net","","",5,3,"KD/MV","WYEMOL","Wyethia mollis","Hymenoptera","Megachilidae","Osmia","Melanosmia","albolateralis","","f","T. Griswold","2013-2015","Cockerell","Bee"
NA,"YOSE-7420_EMEC_1443",1443,2013,"N133","7/23/13","net","","",3,3,"LCP","APOAND","Apocynum androsaemifolium","Hymenoptera","Crabronidae","Steniolia","","scolopacea","","","L. Ponisio","2015","Handlirsch","Wasp"
NA,"YOSE-7420_EMEC_1444",1444,2013,"N133","7/23/13","net","","",3,3,"LCP","APOAND","Apocynum androsaemifolium","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
NA,"YOSE-7420_EMEC_1445",1445,2013,"N133","7/23/13","net","","",3,3,"LCP","APOAND","Apocynum androsaemifolium","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
NA,"YOSE-7420_EMEC_1446",1446,2013,"N133","7/23/13","net","","",3,3,"LCP","APOAND","Apocynum androsaemifolium","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
NA,"YOSE-7420_EMEC_1447",1447,2013,"N133","7/23/13","net","","",3,3,"LCP","APOAND","Apocynum androsaemifolium","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
NA,"YOSE-7420_EMEC_1448",1448,2013,"N133","7/23/13","net","","",3,3,"LCP","APOAND","Apocynum androsaemifolium","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
NA,"YOSE-7420_EMEC_1449",1449,2013,"N133","7/23/13","net","","",3,3,"LCP","APOAND","Apocynum androsaemifolium","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
NA,"YOSE-7420_EMEC_1450",1450,2013,"N133","7/23/13","net","","",3,3,"LCP","APOAND","Apocynum androsaemifolium","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
NA,"YOSE-7420_EMEC_1451",1451,2013,"N133","7/23/13","net","","",3,3,"LCP","APOAND","Apocynum androsaemifolium","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
NA,"YOSE-7420_EMEC_1452",1452,2013,"N133","7/23/13","net","","",3,3,"LCP","APOAND","Apocynum androsaemifolium","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
NA,"YOSE-7420_EMEC_1453",1453,2013,"N133","7/23/13","net","","",3,3,"LCP","APOAND","Apocynum androsaemifolium","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
NA,"YOSE-7420_EMEC_1454",1454,2013,"N133","7/23/13","net","","",3,3,"LCP","APOAND","Apocynum androsaemifolium","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
NA,"YOSE-7420_EMEC_1455",1455,2013,"N133","7/23/13","net","","",3,3,"LCP","APOAND","Apocynum androsaemifolium","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
NA,"YOSE-7420_EMEC_1456",1456,2013,"N133","7/23/13","net","","",3,3,"LCP","APOAND","Apocynum androsaemifolium","Hymenoptera","Apidae","Bombus","Bombus","bifarius","","m","R.W. Thorp","2013-2015","Cresson","Bee"
NA,"YOSE-7420_EMEC_1457",1457,2013,"N133","7/23/13","net","","",3,3,"LCP","APOAND","Apocynum androsaemifolium","Hymenoptera","Colletidae","Hylaeus","","spp.","big","f","L. Ponisio","2013-2015","","Bee"
NA,"YOSE-7420_EMEC_1458",1458,2013,"N133","7/23/13","net","","",3,3,"LCP","APOAND","Apocynum androsaemifolium","Hymenoptera","Colletidae","Hylaeus","","spp.","big","m","L. Ponisio","2013-2015","","Bee"
NA,"YOSE-7420_EMEC_1459",1459,2013,"N133","7/23/13","net","","",3,3,"LCP","APOAND","Apocynum androsaemifolium","Hymenoptera","Colletidae","Hylaeus","","spp.","big","m","L. Ponisio","2013-2015","","Bee"
NA,"YOSE-7420_EMEC_1460",1460,2013,"N133","7/23/13","net","","",3,3,"LCP","APOAND","Apocynum androsaemifolium","Hymenoptera","Colletidae","Hylaeus","","spp.","big","m","L. Ponisio","2013-2015","","Bee"
NA,"YOSE-7420_EMEC_1461",1461,2013,"N133","7/23/13","net","","",3,3,"LCP","APOAND","Apocynum androsaemifolium","Hymenoptera","Colletidae","Hylaeus","","spp.","big","f","L. Ponisio","2013-2015","","Bee"
NA,"YOSE-7420_EMEC_1462",1462,2013,"N133","7/23/13","net","","",3,3,"LCP","APOAND","Apocynum androsaemifolium","Hymenoptera","Colletidae","Hylaeus","","spp.","big","m","L. Ponisio","2013-2015","","Bee"
NA,"YOSE-7420_EMEC_1463",1463,2013,"N133","7/23/13","net","","",3,3,"LCP","APOAND","Apocynum androsaemifolium","Hymenoptera","Colletidae","Hylaeus","","spp.","small","f","L. Ponisio","2013-2015","","Bee"
NA,"YOSE-7420_EMEC_1464",1464,2013,"N133","7/23/13","net","","",3,3,"LCP","APOAND","Apocynum androsaemifolium","Hymenoptera","Colletidae","Hylaeus","","spp.","small","f","L. Ponisio","2013-2015","","Bee"
NA,"YOSE-7420_EMEC_1465",1465,2013,"N133","7/23/13","net","","",3,3,"LCP","APOAND","Apocynum androsaemifolium","Hymenoptera","Colletidae","Hylaeus","","spp.","small","f","L. Ponisio","2013-2015","","Bee"
NA,"YOSE-7420_EMEC_1466",1466,2013,"N133","7/23/13","net","","",3,3,"LCP","APOAND","Apocynum androsaemifolium","Hymenoptera","Colletidae","Hylaeus","","spp.","small","f","L. Ponisio","2013-2015","","Bee"
NA,"YOSE-7420_EMEC_1467",1467,2013,"N133","7/23/13","net","","",3,3,"LCP","APOAND","Apocynum androsaemifolium","Hymenoptera","Colletidae","Hylaeus","","spp.","small","f","L. Ponisio","2013-2015","","Bee"
NA,"YOSE-7420_EMEC_1468",1468,2013,"N133","7/23/13","net","","",3,3,"LCP","APOAND","Apocynum androsaemifolium","Hymenoptera","Colletidae","Hylaeus","","spp.","small","f","L. Ponisio","2013-2015","","Bee"
NA,"YOSE-7420_EMEC_1469",1469,2013,"N133","7/23/13","net","","",3,3,"LCP","APOAND","Apocynum androsaemifolium","Hymenoptera","Colletidae","Hylaeus","","spp.","big","m","L. Ponisio","2013-2015","","Bee"
NA,"YOSE-7420_EMEC_1470",1470,2013,"N133","7/23/13","net","","",3,3,"LCP","APOAND","Apocynum androsaemifolium","Hymenoptera","Colletidae","Hylaeus","","spp.","small","f","L. Ponisio","2013-2015","","Bee"
NA,"YOSE-7420_EMEC_1471",1471,2013,"N133","7/23/13","net","","",3,3,"LCP","APOAND","Apocynum androsaemifolium","Hymenoptera","Colletidae","Hylaeus","","spp.","small","f","L. Ponisio","2013-2015","","Bee"
NA,"YOSE-7420_EMEC_1472",1472,2013,"N133","7/23/13","net","","",3,3,"LCP","APOAND","Apocynum androsaemifolium","Hymenoptera","Megachilidae","Atoposmia","Hexosmia","copelandica","albomarginata","f","T. Griswold","2013-2015","Cockerell","Bee"
NA,"YOSE-7420_EMEC_1473",1473,2013,"N133","7/23/13","net","","",3,3,"LCP","APOAND","Apocynum androsaemifolium","Hymenoptera","Apidae","Xylocopa","Xylocopoides","californica","","f","J.S. Ascher","2013-2015","Cresson","Bee"
NA,"YOSE-7420_EMEC_1474",1474,2013,"N133","7/23/13","net","","",3,3,"LCP","APOAND","Apocynum androsaemifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"YOSE-7420_EMEC_1616",1616,2013,"N135","7/22/13","net","","",3,3,"CRP","MALFLO","Malacothrix floccifera","Diptera","Bombyliidae","Paravilla","","spp","","","M. Hauser","2015","","Fly"
NA,"YOSE-7420_EMEC_1617",1617,2013,"N135","7/22/13","net","","",3,3,"CRP","ERIUMB","Eriogonum umbellatum","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","m","R.W. Thorp","2013-2015","Radoszkowski","Bee"
NA,"YOSE-7420_EMEC_1618",1618,2013,"N135","7/22/13","net","","",3,3,"CRP","ERIUMB","Eriogonum umbellatum","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
NA,"YOSE-7420_EMEC_1619",1619,2013,"N135","7/22/13","net","","",3,3,"CRP","ERIUMB","Eriogonum umbellatum","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
NA,"YOSE-7420_EMEC_1620",1620,2013,"N135","7/22/13","net","","",3,3,"CRP","ERIUMB","Eriogonum umbellatum","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
NA,"YOSE-7420_EMEC_1621",1621,2013,"N135","7/22/13","net","","",3,3,"CRP","ERIUMB","Eriogonum umbellatum","Hymenoptera","Megachilidae","Anthidium","Anthidium","atrifrons","","m","T. Griswold","2013-2015","Cresson","Bee"
NA,"YOSE-7420_EMEC_1622",1622,2013,"N135","7/22/13","net","","",3,3,"CRP","ERIUMB","Eriogonum umbellatum","Hymenoptera","Apidae","Anthophora","Heliophila","flexipes","","f","M.C. Orr","2013-2015","Cresson","Bee"
NA,"YOSE-7420_EMEC_1623",1623,2013,"N135","7/22/13","net","","",3,3,"CRP","ERIUMB","Eriogonum umbellatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"YOSE-7420_EMEC_1624",1624,2013,"N135","7/22/13","net","","",3,3,"CRP","ERIUMB","Eriogonum umbellatum","Hymenoptera","Colletidae","Hylaeus","","spp.","big","f","L. Ponisio","2013-2015","","Bee"
NA,"YOSE-7420_EMEC_1625",1625,2013,"N135","7/22/13","net","","",3,3,"CRP","ERIUMB","Eriogonum umbellatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"YOSE-7420_EMEC_1626",1626,2013,"N135","7/22/13","net","","",3,3,"CRP","ERIUMB","Eriogonum umbellatum","Hymenoptera","Halictidae","Lasioglossum","Dialictus","marinense","cf.","f","Jason Gibbs","2013-2015","","Bee"
NA,"YOSE-7420_EMEC_1627",1627,2013,"N135","7/22/13","net","","",3,3,"CRP","ERIUMB","Eriogonum umbellatum","Hymenoptera","Colletidae","Hylaeus","","spp.","small","f","L. Ponisio","2013-2015","","Bee"
NA,"YOSE-7420_EMEC_1633",1633,2013,"N133","7/23/13","net","","",3,3,"LCP","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Colletidae","Hylaeus","","spp.","small","f","L. Ponisio","2013-2015","","Bee"
NA,"YOSE-7420_EMEC_1634",1634,2013,"N133","7/23/13","net","","",3,3,"LCP","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Colletidae","Hylaeus","","spp.","small","f","L. Ponisio","2013-2015","","Bee"
NA,"YOSE-7420_EMEC_1635",1635,2013,"N133","7/23/13","net","","",3,3,"LCP","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Colletidae","Hylaeus","","spp.","small","f","L. Ponisio","2013-2015","","Bee"
NA,"YOSE-7420_EMEC_1636",1636,2013,"N133","7/23/13","net","","",3,3,"LCP","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Colletidae","Hylaeus","","spp.","small","f","L. Ponisio","2013-2015","","Bee"
NA,"YOSE-7420_EMEC_1637",1637,2013,"N133","7/23/13","net","","",3,3,"LCP","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Megachilidae","Atoposmia","Hexosmia","copelandica","albomarginata","f","T. Griswold","2013-2015","Cockerell","Bee"
NA,"YOSE-7420_EMEC_1638",1638,2013,"N133","7/23/13","net","","",3,3,"LCP","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Megachilidae","Atoposmia","Hexosmia","copelandica","albomarginata","f","T. Griswold","2013-2015","Cockerell","Bee"
NA,"YOSE-7420_EMEC_1676",1676,2013,"N134","7/22/13","net","","",3,3,"GH","EPIANG","Epilobium angustifloium ssp. circumvagum","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
NA,"YOSE-7420_EMEC_1677",1677,2013,"N134","7/22/13","net","","",3,3,"GH","EPIANG","Epilobium angustifloium ssp. circumvagum","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
NA,"YOSE-7420_EMEC_1678",1678,2013,"N134","7/22/13","net","","",3,3,"GH","EPIANG","Epilobium angustifloium ssp. circumvagum","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
NA,"YOSE-7420_EMEC_1679",1679,2013,"N134","7/22/13","net","","",3,3,"GH","EPIANG","Epilobium angustifloium ssp. circumvagum","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
NA,"YOSE-7420_EMEC_1680",1680,2013,"N134","7/22/13","net","","",3,3,"GH","EPIANG","Epilobium angustifloium ssp. circumvagum","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
NA,"YOSE-7420_EMEC_1681",1681,2013,"N134","7/22/13","net","","",3,3,"GH","EPIANG","Epilobium angustifloium ssp. circumvagum","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
NA,"YOSE-7420_EMEC_1682",1682,2013,"N134","7/22/13","net","","",3,3,"GH","EPIANG","Epilobium angustifloium ssp. circumvagum","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
NA,"YOSE-7420_EMEC_1683",1683,2013,"N134","7/22/13","net","","",3,3,"GH","EPIANG","Epilobium angustifloium ssp. circumvagum","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
NA,"YOSE-7420_EMEC_1684",1684,2013,"N134","7/22/13","net","","",3,3,"GH","EPIANG","Epilobium angustifloium ssp. circumvagum","Hymenoptera","Apidae","Bombus","Bombus","mixtus","","f","R.W. Thorp","2013-2015","Cresson","Bee"
NA,"YOSE-7420_EMEC_1685",1685,2013,"N134","7/22/13","net","","",3,3,"GH","EPIANG","Epilobium angustifloium ssp. circumvagum","Hymenoptera","Apidae","Bombus","Bombus","bifarius","","f","R.W. Thorp","2013-2015","Cresson","Bee"
NA,"YOSE-7420_EMEC_1686",1686,2013,"N134","7/22/13","net","","",3,3,"GH","EPIANG","Epilobium angustifloium ssp. circumvagum","Hymenoptera","Apidae","Bombus","Bombus","bifarius","","f","R.W. Thorp","2013-2015","Cresson","Bee"
NA,"YOSE-7420_EMEC_1687",1687,2013,"N134","7/22/13","net","","",3,3,"GH","EPIANG","Epilobium angustifloium ssp. circumvagum","Hymenoptera","Apidae","Bombus","Bombus","bifarius","","f","R.W. Thorp","2013-2015","Cresson","Bee"
NA,"YOSE-7420_EMEC_1688",1688,2013,"N134","7/22/13","net","","",3,3,"GH","EPIANG","Epilobium angustifloium ssp. circumvagum","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
