"EMEC","UniqueID","TempID","Collector","InsectFK","PlantFK","PanFK","ConditionsFK","GeographyFK"
NA,"YOSE-7420_EMEC_6809",6809,"LCP",52,54,1,115,27
NA,"YOSE-7420_EMEC_6816",6816,"LKM",49,56,1,19,3
NA,"YOSE-7420_EMEC_6817",6817,"LKM",49,56,1,19,3
NA,"YOSE-7420_EMEC_6797",6797,"LCP",50,24,1,135,28
NA,"YOSE-7420_EMEC_6798",6798,"LCP",50,47,1,135,28
NA,"YOSE-7420_EMEC_2880",2880,"CRP",23,54,1,119,27
NA,"YOSE-7420_EMEC_2881",2881,"CRP",23,54,1,119,27
NA,"YOSE-7420_EMEC_2882",2882,"CRP",23,54,1,119,27
NA,"YOSE-7420_EMEC_2883",2883,"CRP",23,54,1,119,27
NA,"YOSE-7420_EMEC_2884",2884,"CRP",23,54,1,119,27
NA,"YOSE-7420_EMEC_2885",2885,"CRP",23,54,1,119,27
NA,"YOSE-7420_EMEC_2886",2886,"CRP",23,54,1,119,27
NA,"YOSE-7420_EMEC_2887",2887,"CRP",60,54,1,119,27
NA,"YOSE-7420_EMEC_2888",2888,"CRP",61,54,1,119,27
NA,"YOSE-7420_EMEC_2889",2889,"CRP",131,54,1,119,27
NA,"YOSE-7420_EMEC_2890",2890,"CRP",8,54,1,119,27
NA,"YOSE-7420_EMEC_2891",2891,"CRP",28,54,1,119,27
NA,"YOSE-7420_EMEC_2892",2892,"CRP",23,21,1,119,27
NA,"YOSE-7420_EMEC_2893",2893,"CRP",23,21,1,119,27
NA,"YOSE-7420_EMEC_2894",2894,"CRP",23,21,1,119,27
NA,"YOSE-7420_EMEC_2895",2895,"CRP",17,21,1,119,27
NA,"YOSE-7420_EMEC_2896",2896,"CRP",100,21,1,119,27
NA,"YOSE-7420_EMEC_2897",2897,"CRP",131,21,1,119,27
NA,"YOSE-7420_EMEC_2898",2898,"CRP",131,21,1,119,27
NA,"YOSE-7420_EMEC_2899",2899,"CRP",23,45,1,119,27
NA,"YOSE-7420_EMEC_2900",2900,"CRP",23,45,1,119,27
NA,"YOSE-7420_EMEC_2901",2901,"CRP",23,45,1,119,27
NA,"YOSE-7420_EMEC_2902",2902,"CRP",23,45,1,119,27
NA,"YOSE-7420_EMEC_2903",2903,"CRP",23,45,1,119,27
NA,"YOSE-7420_EMEC_2904",2904,"CRP",23,45,1,119,27
NA,"YOSE-7420_EMEC_2905",2905,"CRP",23,45,1,119,27
NA,"YOSE-7420_EMEC_2906",2906,"CRP",17,45,1,119,27
NA,"YOSE-7420_EMEC_2907",2907,"CRP",17,45,1,119,27
NA,"YOSE-7420_EMEC_2908",2908,"CRP",17,45,1,119,27
NA,"YOSE-7420_EMEC_2909",2909,"CRP",17,45,1,119,27
NA,"YOSE-7420_EMEC_2910",2910,"CRP",8,45,1,119,27
NA,"YOSE-7420_EMEC_2911",2911,"CRP",31,45,1,119,27
NA,"YOSE-7420_EMEC_2930",2930,"GH",17,5,1,103,26
NA,"YOSE-7420_EMEC_2931",2931,"GH",17,5,1,103,26
NA,"YOSE-7420_EMEC_2932",2932,"GH",17,5,1,103,26
NA,"YOSE-7420_EMEC_2933",2933,"GH",124,5,1,103,26
NA,"YOSE-7420_EMEC_2934",2934,"GH",301,5,1,103,26
NA,"YOSE-7420_EMEC_2935",2935,"GH",27,5,1,103,26
NA,"YOSE-7420_EMEC_2936",2936,"GH",8,5,1,103,26
NA,"YOSE-7420_EMEC_2937",2937,"GH",31,5,1,103,26
NA,"YOSE-7420_EMEC_2938",2938,"GH",31,5,1,103,26
NA,"YOSE-7420_EMEC_2939",2939,"GH",62,5,1,103,26
NA,"YOSE-7420_EMEC_2940",2940,"GH",20,5,1,103,26
NA,"YOSE-7420_EMEC_2941",2941,"GH",23,54,1,103,26
NA,"YOSE-7420_EMEC_2942",2942,"GH",131,54,1,103,26
NA,"YOSE-7420_EMEC_2943",2943,"GH",131,54,1,103,26
NA,"YOSE-7420_EMEC_2944",2944,"GH",131,54,1,103,26
NA,"YOSE-7420_EMEC_2945",2945,"GH",20,54,1,103,26
NA,"YOSE-7420_EMEC_2946",2946,"GH",31,54,1,103,26
NA,"YOSE-7420_EMEC_2947",2947,"GH",98,54,1,103,26
NA,"YOSE-7420_EMEC_2948",2948,"GH",106,32,1,103,26
NA,"YOSE-7420_EMEC_2978",2978,"LCP",150,31,1,135,28
NA,"YOSE-7420_EMEC_2979",2979,"LCP",131,50,1,135,28
NA,"YOSE-7420_EMEC_2980",2980,"LCP",37,47,1,135,28
NA,"YOSE-7420_EMEC_2981",2981,"LCP",37,47,1,135,28
NA,"YOSE-7420_EMEC_2982",2982,"LCP",83,47,1,135,28
NA,"YOSE-7420_EMEC_2983",2983,"LCP",135,47,1,135,28
NA,"YOSE-7420_EMEC_2984",2984,"LCP",20,47,1,135,28
NA,"YOSE-7420_EMEC_2985",2985,"LCP",161,47,1,135,28
NA,"YOSE-7420_EMEC_2986",2986,"LCP",20,47,1,135,28
NA,"YOSE-7420_EMEC_2987",2987,"LCP",7,27,1,135,28
NA,"YOSE-7420_EMEC_2988",2988,"LCP",7,27,1,135,28
NA,"YOSE-7420_EMEC_2989",2989,"LCP",7,27,1,135,28
NA,"YOSE-7420_EMEC_2990",2990,"LCP",7,27,1,135,28
NA,"YOSE-7420_EMEC_2991",2991,"LCP",63,24,1,135,28
NA,"YOSE-7420_EMEC_2992",2992,"LCP",31,24,1,135,28
NA,"YOSE-7420_EMEC_2993",2993,"LCP",20,40,1,135,28
NA,"YOSE-7420_EMEC_2994",2994,"LCP",20,40,1,135,28
NA,"YOSE-7420_EMEC_2995",2995,"LCP",185,40,1,135,28
NA,"YOSE-7420_EMEC_2996",2996,"LCP",142,33,1,151,29
NA,"YOSE-7420_EMEC_2997",2997,"LCP",142,33,1,151,29
NA,"YOSE-7420_EMEC_2998",2998,"LCP",109,33,1,151,29
NA,"YOSE-7420_EMEC_2999",2999,"LCP",109,33,1,151,29
NA,"YOSE-7420_EMEC_3000",3000,"LCP",17,33,1,151,29
NA,"YOSE-7420_EMEC_3001",3001,"LCP",17,33,1,151,29
NA,"YOSE-7420_EMEC_3002",3002,"LCP",178,33,1,151,29
NA,"YOSE-7420_EMEC_3003",3003,"LCP",20,33,1,151,29
NA,"YOSE-7420_EMEC_3004",3004,"LCP",31,33,1,151,29
NA,"YOSE-7420_EMEC_3005",3005,"LCP",31,33,1,151,29
NA,"YOSE-7420_EMEC_3006",3006,"LCP",84,67,1,151,29
NA,"YOSE-7420_EMEC_3007",3007,"LCP",84,67,1,151,29
NA,"YOSE-7420_EMEC_3008",3008,"LCP",84,67,1,151,29
NA,"YOSE-7420_EMEC_3009",3009,"LCP",20,36,1,151,29
NA,"YOSE-7420_EMEC_3010",3010,"LCP",20,36,1,151,29
NA,"YOSE-7420_EMEC_3011",3011,"LCP",20,36,1,151,29
NA,"YOSE-7420_EMEC_3012",3012,"LCP",20,36,1,151,29
NA,"YOSE-7420_EMEC_3013",3013,"LCP",20,36,1,151,29
NA,"YOSE-7420_EMEC_3014",3014,"LCP",20,36,1,151,29
NA,"YOSE-7420_EMEC_3015",3015,"LCP",20,36,1,151,29
NA,"YOSE-7420_EMEC_3016",3016,"LCP",20,36,1,151,29
NA,"YOSE-7420_EMEC_3017",3017,"LCP",20,36,1,151,29
NA,"YOSE-7420_EMEC_3018",3018,"LCP",20,36,1,151,29
NA,"YOSE-7420_EMEC_3019",3019,"LCP",20,36,1,151,29
NA,"YOSE-7420_EMEC_3020",3020,"LCP",20,36,1,151,29
NA,"YOSE-7420_EMEC_3021",3021,"LCP",20,36,1,151,29
NA,"YOSE-7420_EMEC_3022",3022,"LCP",186,22,1,151,29
NA,"YOSE-7420_EMEC_3023",3023,"LCP",109,3,1,151,29
NA,"YOSE-7420_EMEC_3044",3044,"CRP",17,27,1,183,32
NA,"YOSE-7420_EMEC_3045",3045,"CRP",62,27,1,183,32
NA,"YOSE-7420_EMEC_3046",3046,"CRP",23,50,1,183,32
NA,"YOSE-7420_EMEC_3047",3047,"CRP",23,5,1,183,32
NA,"YOSE-7420_EMEC_3048",3048,"CRP",17,5,1,183,32
NA,"YOSE-7420_EMEC_3049",3049,"CRP",194,32,1,183,32
NA,"YOSE-7420_EMEC_3130",3130,"LKM",23,50,1,7,1
NA,"YOSE-7420_EMEC_3131",3131,"LKM",23,50,1,7,1
NA,"YOSE-7420_EMEC_3132",3132,"LKM",76,8,1,7,1
NA,"YOSE-7420_EMEC_3133",3133,"LKM",37,8,1,7,1
NA,"YOSE-7420_EMEC_3134",3134,"LKM",1,8,1,7,1
NA,"YOSE-7420_EMEC_3135",3135,"LKM",1,8,1,7,1
NA,"YOSE-7420_EMEC_3136",3136,"LKM",87,8,1,7,1
NA,"YOSE-7420_EMEC_3137",3137,"LKM",20,8,1,7,1
NA,"YOSE-7420_EMEC_3138",3138,"LKM",86,25,1,7,1
NA,"YOSE-7420_EMEC_3139",3139,"LKM",86,25,1,7,1
NA,"YOSE-7420_EMEC_3140",3140,"LKM",17,25,1,7,1
NA,"YOSE-7420_EMEC_3141",3141,"LKM",8,25,1,7,1
NA,"YOSE-7420_EMEC_3142",3142,"LKM",23,25,1,7,1
NA,"YOSE-7420_EMEC_3143",3143,"LKM",23,25,1,7,1
NA,"YOSE-7420_EMEC_3144",3144,"LKM",23,25,1,7,1
NA,"YOSE-7420_EMEC_3145",3145,"LKM",17,25,1,7,1
NA,"YOSE-7420_EMEC_3146",3146,"LKM",86,25,1,7,1
NA,"YOSE-7420_EMEC_3147",3147,"LKM",211,25,1,7,1
NA,"YOSE-7420_EMEC_3148",3148,"LKM",8,25,1,7,1
NA,"YOSE-7420_EMEC_3149",3149,"LKM",31,25,1,7,1
NA,"YOSE-7420_EMEC_3150",3150,"LKM",205,25,1,7,1
NA,"YOSE-7420_EMEC_3151",3151,"LKM",31,25,1,7,1
NA,"YOSE-7420_EMEC_3152",3152,"LKM",31,25,1,7,1
NA,"YOSE-7420_EMEC_3153",3153,"LKM",172,25,1,7,1
NA,"YOSE-7420_EMEC_3154",3154,"LKM",8,25,1,7,1
NA,"YOSE-7420_EMEC_3155",3155,"LKM",8,25,1,7,1
NA,"YOSE-7420_EMEC_3156",3156,"LKM",154,24,1,7,1
NA,"YOSE-7420_EMEC_3157",3157,"LKM",198,24,1,7,1
NA,"YOSE-7420_EMEC_3158",3158,"LKM",8,39,1,7,1
NA,"YOSE-7420_EMEC_3159",3159,"LKM",7,2,1,7,1
NA,"YOSE-7420_EMEC_3160",3160,"LKM",182,2,1,7,1
NA,"YOSE-7420_EMEC_3161",3161,"LKM",78,2,1,7,1
NA,"YOSE-7420_EMEC_3162",3162,"LKM",8,2,1,7,1
NA,"YOSE-7420_EMEC_3217",3217,"TS",142,27,1,263,63
NA,"YOSE-7420_EMEC_3218",3218,"TS",23,27,1,263,63
NA,"YOSE-7420_EMEC_3219",3219,"TS",86,27,1,263,63
NA,"YOSE-7420_EMEC_3220",3220,"TS",205,27,1,263,63
NA,"YOSE-7420_EMEC_3221",3221,"TS",8,27,1,263,63
NA,"YOSE-7420_EMEC_3222",3222,"TS",62,27,1,263,63
NA,"YOSE-7420_EMEC_3223",3223,"TS",31,27,1,263,63
NA,"YOSE-7420_EMEC_3224",3224,"TS",62,27,1,263,63
NA,"YOSE-7420_EMEC_3225",3225,"TS",62,27,1,263,63
NA,"YOSE-7420_EMEC_3226",3226,"TS",194,27,1,263,63
NA,"YOSE-7420_EMEC_3227",3227,"TS",31,24,1,263,63
NA,"YOSE-7420_EMEC_3228",3228,"TS",148,24,1,263,63
NA,"YOSE-7420_EMEC_3258",3258,"RW",194,24,1,231,55
NA,"YOSE-7420_EMEC_3259",3259,"RW",80,24,1,231,55
NA,"YOSE-7420_EMEC_3260",3260,"RW",80,24,1,231,55
NA,"YOSE-7420_EMEC_3261",3261,"RW",63,24,1,231,55
NA,"YOSE-7420_EMEC_3262",3262,"RW",8,24,1,231,55
NA,"YOSE-7420_EMEC_3266",3266,"RW",125,54,1,231,55
NA,"YOSE-7420_EMEC_3267",3267,"RW",125,54,1,231,55
NA,"YOSE-7420_EMEC_3268",3268,"RW",148,54,1,231,55
NA,"YOSE-7420_EMEC_3269",3269,"RW",179,25,1,231,55
NA,"YOSE-7420_EMEC_3270",3270,"RW",20,25,1,231,55
NA,"YOSE-7420_EMEC_3271",3271,"RW",62,25,1,231,55
NA,"YOSE-7420_EMEC_3272",3272,"RW",62,25,1,231,55
NA,"YOSE-7420_EMEC_3273",3273,"RW",179,25,1,231,55
NA,"YOSE-7420_EMEC_3274",3274,"RW",62,25,1,231,55
NA,"YOSE-7420_EMEC_3275",3275,"RW",62,25,1,231,55
NA,"YOSE-7420_EMEC_3276",3276,"RW",62,50,1,231,55
NA,"YOSE-7420_EMEC_3277",3277,"RW",8,50,1,231,55
NA,"YOSE-7420_EMEC_3278",3278,"RW",62,50,1,231,55
NA,"YOSE-7420_EMEC_3279",3279,"RW",62,50,1,231,55
NA,"YOSE-7420_EMEC_3280",3280,"RW",62,50,1,231,55
NA,"YOSE-7420_EMEC_3313",3313,"GH",61,54,1,167,30
NA,"YOSE-7420_EMEC_3314",3314,"GH",27,54,1,167,30
NA,"YOSE-7420_EMEC_3315",3315,"GH",61,54,1,167,30
NA,"YOSE-7420_EMEC_3316",3316,"GH",27,54,1,167,30
NA,"YOSE-7420_EMEC_3317",3317,"GH",23,54,1,167,30
NA,"YOSE-7420_EMEC_3318",3318,"GH",23,54,1,167,30
NA,"YOSE-7420_EMEC_3319",3319,"GH",23,54,1,167,30
NA,"YOSE-7420_EMEC_3320",3320,"GH",62,54,1,167,30
NA,"YOSE-7420_EMEC_3321",3321,"GH",150,54,1,167,30
NA,"YOSE-7420_EMEC_3322",3322,"GH",66,54,1,167,30
NA,"YOSE-7420_EMEC_3323",3323,"GH",17,43,1,167,30
NA,"YOSE-7420_EMEC_3324",3324,"GH",17,43,1,167,30
NA,"YOSE-7420_EMEC_3325",3325,"GH",17,43,1,167,30
NA,"YOSE-7420_EMEC_3326",3326,"GH",23,43,1,167,30
NA,"YOSE-7420_EMEC_3327",3327,"GH",17,19,1,167,30
NA,"YOSE-7420_EMEC_3328",3328,"GH",194,66,1,167,30
NA,"YOSE-7420_EMEC_3329",3329,"GH",8,66,1,167,30
NA,"YOSE-7420_EMEC_3330",3330,"GH",143,66,1,167,30
NA,"YOSE-7420_EMEC_3331",3331,"GH",8,66,1,167,30
NA,"YOSE-7420_EMEC_3332",3332,"GH",30,66,1,167,30
NA,"YOSE-7420_EMEC_3333",3333,"GH",161,66,1,167,30
NA,"YOSE-7420_EMEC_3604",3604,"GH",23,50,1,39,7
NA,"YOSE-7420_EMEC_3605",3605,"GH",86,50,1,39,7
NA,"YOSE-7420_EMEC_3606",3606,"GH",86,50,1,39,7
NA,"YOSE-7420_EMEC_3607",3607,"GH",8,50,1,39,7
NA,"YOSE-7420_EMEC_3655",3655,"LCP",17,5,1,279,73
NA,"YOSE-7420_EMEC_3656",3656,"LCP",31,5,1,279,73
NA,"YOSE-7420_EMEC_3657",3657,"LCP",31,5,1,279,73
NA,"YOSE-7420_EMEC_3658",3658,"LCP",31,5,1,279,73
NA,"YOSE-7420_EMEC_3659",3659,"LCP",20,5,1,279,73
NA,"YOSE-7420_EMEC_3660",3660,"LCP",161,2,1,279,73
NA,"YOSE-7420_EMEC_3661",3661,"LCP",217,54,1,279,73
NA,"YOSE-7420_EMEC_3662",3662,"LCP",179,54,1,279,73
NA,"YOSE-7420_EMEC_3663",3663,"LCP",62,54,1,279,73
NA,"YOSE-7420_EMEC_3664",3664,"LCP",62,54,1,279,73
NA,"YOSE-7420_EMEC_3665",3665,"LCP",20,54,1,279,73
NA,"YOSE-7420_EMEC_3666",3666,"LCP",23,43,1,279,73
NA,"YOSE-7420_EMEC_3667",3667,"LCP",17,43,1,279,73
NA,"YOSE-7420_EMEC_3668",3668,"LCP",17,43,1,279,73
NA,"YOSE-7420_EMEC_3669",3669,"LCP",17,43,1,279,73
NA,"YOSE-7420_EMEC_3670",3670,"LCP",17,43,1,279,73
NA,"YOSE-7420_EMEC_3671",3671,"LCP",17,43,1,279,73
NA,"YOSE-7420_EMEC_3672",3672,"LCP",179,43,1,279,73
NA,"YOSE-7420_EMEC_3673",3673,"LCP",107,41,1,279,73
NA,"YOSE-7420_EMEC_3674",3674,"LCP",253,41,1,279,73
NA,"YOSE-7420_EMEC_3675",3675,"LCP",15,41,1,279,73
NA,"YOSE-7420_EMEC_3676",3676,"LCP",91,41,1,279,73
NA,"YOSE-7420_EMEC_3677",3677,"LCP",20,31,1,279,73
NA,"YOSE-7420_EMEC_3678",3678,"LCP",161,66,1,279,73
NA,"YOSE-7420_EMEC_3706",3706,"LCP",86,38,1,247,59
NA,"YOSE-7420_EMEC_3707",3707,"LCP",17,38,1,247,59
NA,"YOSE-7420_EMEC_3708",3708,"LCP",131,38,1,247,59
NA,"YOSE-7420_EMEC_3709",3709,"LCP",18,38,1,247,59
NA,"YOSE-7420_EMEC_3710",3710,"LCP",18,38,1,247,59
NA,"YOSE-7420_EMEC_3711",3711,"LCP",42,38,1,247,59
NA,"YOSE-7420_EMEC_3712",3712,"LCP",42,38,1,247,59
NA,"YOSE-7420_EMEC_3713",3713,"LCP",42,38,1,247,59
NA,"YOSE-7420_EMEC_3714",3714,"LCP",42,38,1,247,59
NA,"YOSE-7420_EMEC_3715",3715,"LCP",31,38,1,247,59
NA,"YOSE-7420_EMEC_3716",3716,"LCP",42,38,1,247,59
NA,"YOSE-7420_EMEC_3717",3717,"LCP",42,38,1,247,59
NA,"YOSE-7420_EMEC_3718",3718,"LCP",31,38,1,247,59
NA,"YOSE-7420_EMEC_3719",3719,"LCP",31,38,1,247,59
NA,"YOSE-7420_EMEC_3720",3720,"LCP",62,38,1,247,59
NA,"YOSE-7420_EMEC_3721",3721,"LCP",31,38,1,247,59
NA,"YOSE-7420_EMEC_3722",3722,"LCP",37,2,1,247,59
NA,"YOSE-7420_EMEC_3723",3723,"LCP",7,2,1,247,59
NA,"YOSE-7420_EMEC_3758",3758,"BES",86,27,1,215,53
NA,"YOSE-7420_EMEC_3759",3759,"BES",23,27,1,215,53
NA,"YOSE-7420_EMEC_3760",3760,"BES",86,27,1,215,53
NA,"YOSE-7420_EMEC_3761",3761,"BES",31,27,1,215,53
NA,"YOSE-7420_EMEC_3762",3762,"BES",8,27,1,215,53
NA,"YOSE-7420_EMEC_3763",3763,"BES",86,50,1,215,53
NA,"YOSE-7420_EMEC_3764",3764,"BES",23,50,1,215,53
NA,"YOSE-7420_EMEC_3765",3765,"BES",23,50,1,215,53
NA,"YOSE-7420_EMEC_3766",3766,"BES",86,50,1,215,53
NA,"YOSE-7420_EMEC_3767",3767,"BES",62,50,1,215,53
NA,"YOSE-7420_EMEC_3768",3768,"BES",23,5,1,215,53
NA,"YOSE-7420_EMEC_3769",3769,"BES",89,5,1,215,53
NA,"YOSE-7420_EMEC_3770",3770,"BES",37,5,1,215,53
NA,"YOSE-7420_EMEC_3771",3771,"BES",186,5,1,215,53
NA,"YOSE-7420_EMEC_3772",3772,"BES",62,5,1,215,53
NA,"YOSE-7420_EMEC_3773",3773,"BES",62,5,1,215,53
NA,"YOSE-7420_EMEC_3774",3774,"CRP",23,50,1,71,10
NA,"YOSE-7420_EMEC_3775",3775,"CRP",23,50,1,71,10
NA,"YOSE-7420_EMEC_3776",3776,"CRP",23,50,1,71,10
NA,"YOSE-7420_EMEC_3777",3777,"CRP",157,50,1,71,10
NA,"YOSE-7420_EMEC_3778",3778,"CRP",23,50,1,71,10
NA,"YOSE-7420_EMEC_3779",3779,"CRP",23,50,1,71,10
NA,"YOSE-7420_EMEC_3780",3780,"CRP",23,50,1,71,10
NA,"YOSE-7420_EMEC_3781",3781,"CRP",109,50,1,71,10
NA,"YOSE-7420_EMEC_3782",3782,"CRP",76,50,1,71,10
NA,"YOSE-7420_EMEC_3783",3783,"CRP",3,50,1,71,10
NA,"YOSE-7420_EMEC_3784",3784,"CRP",76,5,1,71,10
NA,"YOSE-7420_EMEC_3785",3785,"CRP",86,5,1,71,10
NA,"YOSE-7420_EMEC_3786",3786,"CRP",8,5,1,71,10
NA,"YOSE-7420_EMEC_3787",3787,"CRP",62,5,1,71,10
NA,"YOSE-7420_EMEC_3788",3788,"CRP",62,5,1,71,10
NA,"YOSE-7420_EMEC_3789",3789,"CRP",62,5,1,71,10
NA,"YOSE-7420_EMEC_3790",3790,"CRP",62,5,1,71,10
NA,"YOSE-7420_EMEC_3791",3791,"CRP",62,5,1,71,10
NA,"YOSE-7420_EMEC_3792",3792,"CRP",62,5,1,71,10
NA,"YOSE-7420_EMEC_3793",3793,"CRP",62,5,1,71,10
NA,"YOSE-7420_EMEC_3794",3794,"CRP",62,5,1,71,10
NA,"YOSE-7420_EMEC_3795",3795,"CRP",106,32,1,71,10
NA,"YOSE-7420_EMEC_3796",3796,"CRP",20,32,1,71,10
NA,"YOSE-7420_EMEC_3797",3797,"CRP",91,32,1,71,10
NA,"YOSE-7420_EMEC_3798",3798,"CRP",106,32,1,71,10
NA,"YOSE-7420_EMEC_3832",3832,"SMH",8,2,1,55,8
NA,"YOSE-7420_EMEC_3852",3852,"SMH",62,66,1,55,8
NA,"YOSE-7420_EMEC_3853",3853,"SMH",62,66,1,55,8
NA,"YOSE-7420_EMEC_3854",3854,"SMH",148,66,1,55,8
NA,"YOSE-7420_EMEC_3855",3855,"SMH",8,66,1,55,8
NA,"YOSE-7420_EMEC_3856",3856,"SMH",8,66,1,55,8
NA,"YOSE-7420_EMEC_3857",3857,"SMH",302,66,1,55,8
NA,"YOSE-7420_EMEC_3858",3858,"SMH",302,66,1,55,8
NA,"YOSE-7420_EMEC_3859",3859,"SMH",8,66,1,55,8
NA,"YOSE-7420_EMEC_3860",3860,"SMH",62,66,1,55,8
NA,"YOSE-7420_EMEC_3869",3869,"SMH",13,54,1,55,8
NA,"YOSE-7420_EMEC_3870",3870,"SMH",13,54,1,55,8
NA,"YOSE-7420_EMEC_3871",3871,"SMH",179,54,1,55,8
NA,"YOSE-7420_EMEC_3872",3872,"SMH",179,54,1,55,8
NA,"YOSE-7420_EMEC_3881",3881,"SMH",32,45,1,55,8
NA,"YOSE-7420_EMEC_3882",3882,"SMH",62,45,1,55,8
NA,"YOSE-7420_EMEC_3883",3883,"SMH",15,45,1,55,8
NA,"YOSE-7420_EMEC_3884",3884,"SMH",81,45,1,55,8
NA,"YOSE-7420_EMEC_3891",3891,"SMH",62,38,1,55,8
NA,"YOSE-7420_EMEC_3892",3892,"SMH",62,38,1,55,8
NA,"YOSE-7420_EMEC_3893",3893,"SMH",62,38,1,55,8
NA,"YOSE-7420_EMEC_3894",3894,"SMH",62,38,1,55,8
NA,"YOSE-7420_EMEC_3944",3944,"CRP",8,25,1,71,10
NA,"YOSE-7420_EMEC_3945",3945,"CRP",264,25,1,71,10
NA,"YOSE-7420_EMEC_3946",3946,"CRP",23,25,1,71,10
NA,"YOSE-7420_EMEC_3947",3947,"CRP",86,25,1,71,10
NA,"YOSE-7420_EMEC_3948",3948,"CRP",86,25,1,71,10
NA,"YOSE-7420_EMEC_3949",3949,"CRP",86,25,1,71,10
NA,"YOSE-7420_EMEC_3950",3950,"CRP",303,25,1,71,10
NA,"YOSE-7420_EMEC_3951",3951,"CRP",17,25,1,71,10
NA,"YOSE-7420_EMEC_3952",3952,"CRP",17,25,1,71,10
NA,"YOSE-7420_EMEC_3953",3953,"CRP",31,25,1,71,10
NA,"YOSE-7420_EMEC_3954",3954,"CRP",8,25,1,71,10
NA,"YOSE-7420_EMEC_3955",3955,"CRP",8,25,1,71,10
NA,"YOSE-7420_EMEC_3956",3956,"CRP",182,25,1,71,10
NA,"YOSE-7420_EMEC_4026",4026,"SB",125,6,1,23,3
NA,"YOSE-7420_EMEC_4027",4027,"SB",23,54,1,23,3
NA,"YOSE-7420_EMEC_4028",4028,"SB",23,54,1,23,3
NA,"YOSE-7420_EMEC_4029",4029,"SB",12,54,1,23,3
NA,"YOSE-7420_EMEC_4030",4030,"SB",5,54,1,23,3
NA,"YOSE-7420_EMEC_4031",4031,"SB",5,54,1,23,3
NA,"YOSE-7420_EMEC_4032",4032,"SB",62,54,1,23,3
NA,"YOSE-7420_EMEC_4033",4033,"SB",62,54,1,23,3
NA,"YOSE-7420_EMEC_4034",4034,"SB",86,56,1,23,3
NA,"YOSE-7420_EMEC_4035",4035,"SB",17,56,1,23,3
NA,"YOSE-7420_EMEC_4036",4036,"SB",17,56,1,23,3
NA,"YOSE-7420_EMEC_4037",4037,"SB",61,56,1,23,3
NA,"YOSE-7420_EMEC_4038",4038,"SB",304,56,1,23,3
NA,"YOSE-7420_EMEC_4039",4039,"SB",31,45,1,23,3
NA,"YOSE-7420_EMEC_4040",4040,"SB",31,45,1,23,3
NA,"YOSE-7420_EMEC_4041",4041,"SB",305,2,1,23,3
NA,"YOSE-7420_EMEC_4042",4042,"SB",37,2,1,23,3
NA,"YOSE-7420_EMEC_4043",4043,"SB",7,2,1,23,3
NA,"YOSE-7420_EMEC_4044",4044,"SB",17,66,1,23,3
NA,"YOSE-7420_EMEC_4045",4045,"SB",86,66,1,23,3
NA,"YOSE-7420_EMEC_4046",4046,"SB",27,66,1,23,3
NA,"YOSE-7420_EMEC_4047",4047,"SB",220,66,1,23,3
NA,"YOSE-7420_EMEC_4048",4048,"SB",154,66,1,23,3
NA,"YOSE-7420_EMEC_4049",4049,"SB",63,66,1,23,3
NA,"YOSE-7420_EMEC_4050",4050,"SB",63,66,1,23,3
NA,"YOSE-7420_EMEC_4051",4051,"SB",148,66,1,23,3
NA,"YOSE-7420_EMEC_4052",4052,"SB",306,66,1,23,3
NA,"YOSE-7420_EMEC_4053",4053,"GH",194,27,1,39,7
NA,"YOSE-7420_EMEC_4054",4054,"GH",194,27,1,39,7
NA,"YOSE-7420_EMEC_4055",4055,"GH",194,27,1,39,7
NA,"YOSE-7420_EMEC_4056",4056,"GH",23,27,1,39,7
NA,"YOSE-7420_EMEC_4057",4057,"GH",23,27,1,39,7
NA,"YOSE-7420_EMEC_4058",4058,"GH",23,27,1,39,7
NA,"YOSE-7420_EMEC_4059",4059,"GH",86,27,1,39,7
NA,"YOSE-7420_EMEC_4060",4060,"GH",17,27,1,39,7
NA,"YOSE-7420_EMEC_4061",4061,"GH",17,27,1,39,7
NA,"YOSE-7420_EMEC_4062",4062,"GH",194,27,1,39,7
NA,"YOSE-7420_EMEC_4063",4063,"GH",8,27,1,39,7
NA,"YOSE-7420_EMEC_4064",4064,"GH",8,27,1,39,7
NA,"YOSE-7420_EMEC_4065",4065,"GH",31,27,1,39,7
NA,"YOSE-7420_EMEC_4066",4066,"GH",20,27,1,39,7
NA,"YOSE-7420_EMEC_4067",4067,"GH",17,27,1,39,7
NA,"YOSE-7420_EMEC_4068",4068,"GH",17,27,1,39,7
NA,"YOSE-7420_EMEC_4082",4082,"GH",17,43,1,87,21
NA,"YOSE-7420_EMEC_4083",4083,"GH",40,43,1,87,21
NA,"YOSE-7420_EMEC_4084",4084,"GH",30,43,1,87,21
NA,"YOSE-7420_EMEC_4085",4085,"GH",20,43,1,87,21
NA,"YOSE-7420_EMEC_4086",4086,"GH",31,43,1,87,21
NA,"YOSE-7420_EMEC_4087",4087,"GH",31,43,1,87,21
NA,"YOSE-7420_EMEC_4088",4088,"GH",8,27,1,87,21
NA,"YOSE-7420_EMEC_4097",4097,"CRP",8,25,1,199,47
NA,"YOSE-7420_EMEC_4098",4098,"CRP",291,25,1,199,47
NA,"YOSE-7420_EMEC_4099",4099,"CRP",161,25,1,199,47
NA,"YOSE-7420_EMEC_4100",4100,"CRP",8,25,1,199,47
