Site,Date,Collector,NetPan,SampleRound,NetNumber,StartTemp,StartWind,StartSky,StartTime,EndTime,EndTemp,EndWind,EndSky,Year
P310,7/13/14,CV,net,4,2,31.5,1.4,partly cloudy,11:31,12:32,30.4,1.1,partly cloudy,2014
P310,7/13/14,CV,net,4,3,30.3,0.6,partly cloudy,12:46,1:43,31.5,0.6,partly cloudy,2014
P33,6/12/14,AJR,pan,1,,17.8,0.2,clear,8:55,12:55,22.5,0.9,clear,2014
P33,6/12/14,AJR,net,1,1,17.8,0.3,clear,9:05,10:30,21.8,0.7,clear,2014
P33,6/12/14,AJR,net,1,2,21.8,0.7,clear,10:35,11:42,20.3,0.3,clear,2014
P33,6/12/14,AJR,net,1,3,20.3,0.3,clear,11:54,12:50,22.5,0.9,clear,2014
P33,6/22/14,LTC,pan,2,,20.4,1.3,clear,9:41,2:11,29.2,1.1,partly cloudy,2014
P33,6/22/14,LTC,net,2,1,20.7,0.5,clear,10:20,11:15,21.8,1.1,partly cloudy,2014
P33,6/22/14,LTC,net,2,2,21.9,0.8,partly cloudy,11:28,12:19,23,1.1,clear,2014
P33,6/22/14,LTC,net,2,3,25.4,0.7,clear,1:02,1:40,27.8,1.2,partly cloudy,2014
P33,7/2/14,LCP,pan,3,,17.5,0,clear,8:25,12:55,25.5,1.5,clear,2014
P33,7/2/14,LCP,net,3,1,17.5,0,clear,8:45,9:25,22.2,0.5,clear,2014
P33,7/2/14,LCP,net,3,2,27.2,0.5,clear,9:25,10:05,24.4,0.4,clear,2014
P33,7/2/14,LCP,net,3,3,24.4,0.4,clear,10:05,10:45,24,1.1,clear,2014
P33,7/13/14,LMH,pan,4,,17.6,0,clear,8:42,1:17,32.2,2.2,clear,2014
P33,7/13/14,LMH,net,4,1,18.2,0,clear,9:04,10:01,20.9,0,clear,2014
P33,7/13/14,LMH,net,4,2,21.3,0,clear,10:11,11:00,29.9,1.3,clear,2014
P33,7/13/14,LMH,net,4,3,30.2,1,clear,11:16,12:22,29.3,0.7,clear,2014
P37,6/13/14,LTC/JPS,pan,1,,20.1,0.5,clear,9:28,1:58,19.5,1.4,clear,2014
P37,6/13/14,LTC/JPS,net,1,1,20.1,0.5,clear,9:50,10:50,19.2,0.8,clear,2014
P37,6/13/14,LTC/JPS,net,1,2,20.1,0.5,clear,9:50,10:50,19.2,0.8,clear,2014
P37,6/13/14,LTC/JPS,net,1,3,24.2,0.9,clear,11:17,12:15,22.8,1.2,clear,2014
P37,6/24/14,KK,pan,2,,19.5,0.7,clear,9:00,1:30,21.9,1.4,clear,2014
P37,6/24/14,KK,net,2,1,20.6,0.6,clear,9:26,10:07,22,0.7,clear,2014
P37,6/24/14,KK,net,2,2,21.8,0.6,clear,10:11,10:58,22.8,0.6,clear,2014
P37,6/24/14,KK,net,2,3,22.5,1.2,clear,11:20,12:02,22.1,2,clear,2014
P37,7/1/14,LCP,pan,3,,21.5,0.4,clear,8:40,1:10,28.4,1.5,clear,2014
P37,7/1/14,LCP,net,3,1,21.5,0.4,clear,9:00,9:45,25,1,clear,2014
P37,7/1/14,LCP,net,3,2,25,1,clear,9:50,10:30,26.6,0.9,clear,2014
P37,7/1/14,LCP,net,3,3,26.6,0.9,clear,10:35,11:15,28,1.1,clear,2014
P43,6/13/14,LCP,pan,1,,13.3,1.1,clear,8:35,1:05,19,0.7,clear,2014
P43,6/13/14,LCP,net,1,1,13.3,1.1,clear,9:00,9:30,14.8,0.4,clear,2014
P43,6/13/14,LCP,net,1,2,15.2,0.4,clear,9:50,10:25,16.9,0.5,clear,2014
P43,6/13/14,LCP,net,1,3,16.9,0.5,clear,10:30,11:00,18.4,0.4,clear,2014
P43,6/24/14,LTC,pan,2,,15.1,0,clear,8:55,1:25,22.1,0.6,clear,2014
P43,6/24/14,LTC,net,2,1,17.5,0.7,clear,9:29,10:15,19,0.5,clear,2014
P43,6/24/14,LTC,net,2,2,19.1,0.5,clear,10:23,11:00,21.7,0.5,partly cloudy,2014
P43,6/24/14,LTC,net,2,3,21.7,0.7,partly cloudy,11:06,11:41,22.4,0.5,clear,2014
P43,7/3/14,LCP,pan,3,,16.9,0,clear,8:35,1:05,26.4,0.8,clear,2014
P43,7/3/14,LCP,net,3,1,18.1,0,clear,9:00,9:35,20.8,0,clear,2014
P43,7/3/14,LCP,net,3,2,20.8,0,clear,9:35,10:05,21.2,0.5,clear,2014
P43,7/3/14,LCP,net,3,3,21.2,0.5,clear,10:05,10:40,23.2,0.5,clear,2014
P43,7/13/14,PG,pan,4,,24.5,0,clear,8:55,1:25,30.3,0.3,partly cloudy,2014
P43,7/13/14,PG,net,4,1,23.8,0.3,clear,9:27,10:06,22.8,0,clear,2014
P43,7/13/14,PG,net,4,2,22.8,0,clear,10:10,10:40,27.8,0.6,clear,2014
P43,7/13/14,PG,net,4,3,27.8,0.6,clear,10:48,11:25,30.5,0.7,clear,2014
W04,6/14/14,JPS/LTC,pan,1,,18.1,0.7,clear,9:00,1:30,26.4,1,partly cloudy,2014
W04,6/14/14,JPS/LTC,net,1,1,18.2,0.6,clear,9:18,10:05,20,1.1,clear,2014
W04,6/14/14,JPS/LTC,net,1,2,18.2,0.6,clear,9:18,10:05,20,1.1,clear,2014
W04,6/14/14,JPS/LTC,net,1,3,20.1,0.9,partly cloudy,10:19,10:45,24.1,1.1,partly cloudy,2014
W04,6/25/14,LCP,pan,2,,17,0.8,clear,8:30,1:00,22.5,1.8,clear,2014
W04,6/25/14,LCP,net,2,1,17,0.8,clear,8:50,9:30,20,1.2,clear,2014
W04,6/25/14,LCP,net,2,2,20,1.2,clear,9:30,10:15,22.9,1.1,clear,2014
W04,6/25/14,LCP,net,2,3,22.9,1.1,clear,10:15,11:10,23.3,1.7,clear,2014
W04,7/4/14,LCP,pan,3,,18.2,0.6,clear,8:35,1:05,26,1.1,clear,2014
W04,7/4/14,LCP,net,3,1,18.2,0.6,clear,8:45,9:30,22.4,1.3,clear,2014
W04,7/4/14,LCP,net,3,2,22.4,1.3,clear,9:30,10:15,24.4,1.2,clear,2014
W04,7/4/14,LCP,net,3,3,24.4,1.2,clear,10:15,11:00,24.4,1.2,clear,2014
W04,7/14/14,LTC,pan,4,,24.6,0.5,clear,8:45,1:15,29.4,0.7,partly cloudy,2014
W04,7/14/14,LTC,net,4,1,27,0.5,clear,9:20,10:23,27.5,0.6,partly cloudy,2014
W04,7/14/14,LTC,net,4,2,28,0.6,partly cloudy,10:30,11:09,30.8,0.5,partly cloudy,2014
W04,7/14/14,LTC,net,4,3,30.9,0.5,partly cloudy,11:15,11:58,32.6,0.5,partly cloudy,2014
P37,7/13/14,LKM,pan,4,,24.8,0,clear,9:00,1:45,29.5,0.8,clear,2014
P37,7/13/14,LKM,net,4,1,25.8,0.3,clear,9:30,10:10,27.5,0.9,clear,2014
P37,7/13/14,LKM,net,4,2,27.5,0.9,clear,10:10,10:46,27.8,0.9,clear,2014
P37,7/13/14,LKM,net,4,3,27.9,0.6,clear,11:03,11:43,29.2,0.9,clear,2014
